Key,Text,split
876,Ebee ka Uganda na-aga ebe a na-emegbu ụmụ amaala ya?,train
877,Ònye nwe ala ahụ e bibiri chọọchị ahụ?,train
908,Olee ụdị ụgbọala ị na-ahọrọ?,train
911,Gịnị mere o ji esiri anyị ike ịhụ ndị ọzọ n'anya?,train
926,"Ọ bụrụ na ịnwetaghi ọrụ ahụ, ọ̀ ga-emebi enyi anyị?",train
928,È nwere ọzụzụ pụrụ iche a na-enye ndị ọrụ gị niile n'ebe ị na-arụ ọrụ?,train
934,Ọ dịghị mkpa ka mmadụ yiri uwe gabiga ókè iji chọọ mma,train
936,"N'ime ịrị uju a, anyị na-ewetara unu ozi banyere ọnwụ nna anyị anyị hụrụ n'anya  ",train
939,Olee nsogbu ndị i chere ihu n'oge mgbakọ ahụ?,train
954,Ihe ịrụpụta ihe bụ isi ihe maka ndị na-achọ ime ihe n'usoro ọchịchị,train
967,Ọ̀ dị mkpa ka ndị mmadụ na-eme ihe omume n'ebe ndị mmadụ na-anọkarị?,train
971,Ị̀ ma ọrụ ndị otu ndị omeiwu na-arụ?,train
1019,O chekwaara kaadị onye na-ebu ọkọlọtọ nke otu ahụ maka ntuliaka ukwu na-abịanụ,train
1030,Ọsọ ndị omebe iwu siri ike na-agba n'Ebe Ọwụwa Anyanwụ na-ejikarị iwu emebi,train
1035,Ana m ekele mba anyị!,train
1076,"N'agbanyeghị oké mmiri ozuzo, ha gara n'ihu na-agba ọsọ",train
1081,Ọ̀ bụ eziokwu na o nyere ụmụ akwụkwọ ndị na-aga ime ntuliaka ego ka ha nwee ike ịtụ vootu maka ya?,train
1084,M si n' nkume pel dị oké ọnụ ahịa nke Africa,train
1085,Anyị kwesịrị ịkpachara anya tupu anyị etinye aka,train
1086,Ndị ọrụ dị iche iche nọchiri anya mba ndị dị mkpa,train
1087,Onyeisi ndị ọka ikpe ahụ mere ka ọrụ ahụ gaa nke ọma,train
1088,A họpụtara onye ndú,train
1089,Nke a bụ ọrụ m dị ka Onye isi ala Uganda,train
1090,Anyị kwesịrị iso mba ndị so na ya na-arụkọ ọrụ iji hụ na e nwere mmepe akụ na ụba,train
1091,A ghaghị ijikọta mba ndị dị n'Ebe Ọwụwa Anyanwụ Africa na ihe mgbaru ọsọ na ebumnuche doro anya,train
1093,Anyị na-ekele ụlọ akwụkwọ ndị sonyere n'ọgụ ahụ megide ọrịa a,train
1094,Onye nyocha ahụ ga-enyocha ngwaahịa ndị a na-ekesa iji hụ na ngwaahịa ya dị mma,train
1095,Ha bụ ndị anyaukwu na ndị ịchọ ọdịmma onwe ha nanị,train
1096,Anyị kwesịrị ịja ndị ji amamihe na-emefu ego n'ebe ndị anyị nọ mma,train
1098,Ndị Uganda bụ ndị siri ike,train
1099,Ndị mmadụ nwere anyaukwu maka ego nke ga - eme ka ha tụfuo ndụ ha,train
1100,Ndị ndu kwesịrị ịbụ ndị nwere ọrụ ma na-eme ka ọrụ ndị a na-enye ndị mmadụ sikwuo ike,train
1101,A ghaghị ikesa nri ndị dị mma n'ụzọ kwesịrị ekwesị n'enweghị mmerụ,train
1102,"Anyị kwesịrị ime ka e nwee usoro kwesịrị ekwesị , a ga - enyekwa anyị nri nọnụ ụzọ  ",train
1103,"A ghaghị iji ego ahụ mee ihe n' ihe banyere ndị anyị , ọ bụghị n' ihe banyere ndị ndọrọ ndọrọ ọchịchị anyaukwu  ",train
1104,Ọ bụ otu n'ime ụlọ akwụkwọ ole na ole m gara n'oge m nọ n'ụlọ akwụkwọ sekọndrị,train
1105,Ọ bụ ebe ahụ ka m si bịa,train
1106,Anọ m na Ntale otu afọ tupu nnwere onwe obodo,train
1107,Ha enweela ike ịchịkwa ọrịa a,train
1108,Ndị ọrụ ahụike na ndị injinia dị mkpa n'ọnọdụ anyị nọ na Uganda,train
1109,Anyị zụtara ya maka iwu ụzọ,train
1110,Igwe ndị e si Japan wetara nyeere anyị aka imeri nsogbu ahụ,train
1111,Ha ji obi ha niile chụọ àjà ma tinye ndụ ha n'ihe ize ndụ,train
1112,Ndị na-eme mgbanwe mere ezigbo ọrụ maka mba ahụ,train
1113,Ka anyị chere ma hụ ihe ga-eme,train
1114,Ụdị omume a bụ ihe a na-apụghị ikwere ekwere na nke iwu na-akwadoghị,train
1115,Ógbè ahụ pụrụ inyefe ego n'ụzọ ziri ezi n'adịghị ka ndị a na-achọ ọdịmma onwe ha nanị,train
1116,Ndị ọrụ ọrụ ahụ kwesịrị iso ndị uwe ojii rụkọọ ọrụ,train
1117,Ndị ọrụ mpaghara kwesịrị ino n'isi ọrụ maka nkesa nke ihe onwunwe,train
1118,A ghaghị ịkwụghachi ego ahụ,train
1119,A gaghị ekwe ka a e beelata ego ahụ ,train
1120,Ka anyị ghara ime ka ndị mmadụ nwee ahụ iru ala anyị nwere ike ịlụso coronavirus ọgụ,train
1121,Onye nyocha nke ukwu ga-enyocha mmefu ahụ,train
1122,Anyị apụghị ịnagide omume na - ekwesịghị ekwesị,train
1123,Anyị kwesịrị ịja ha mma maka na ha anaghị achọ naanị ọdịmma onwe ha,train
1124,Ọrụ ọma ha rụrụ gosipụtara onwe ya n'oge ndị a tara akpụ,train
1125,Ha no na-azọpụta ndụ ndị mmadụ,train
1126,Ọ hụrụ ọrụ ọma ha rụrụ n'anya,train
1127,Ọ chọrọ ịghọta nsogbu ha,train
1128,Ha na-arụ ọrụ na-enweghị onye nwere ike ịrụ,train
1129,Ha kwesịrị inwe ihe na-akpali ha,train
1130,Ndị ọrụ ahụ ike aruola ezigbo ọrụ,train
1131,Ha na-ebi ezigbo ndụ,train
1132,Ndị ndọrọndọrọ ọchịchị ekwesịghị ịkekọrịta nri ma ọlị kama ha kwesịrị ịbụ akụkụ nke ndị ọrụ,train
1134,Ha ga-abụ akụkụ nke task force ebe ha maara nsogbu ndị ka mma,train
1135,"N'ihi iwu si n'elu, ndị ọrụ ọrụ mpaghara ahụ aghaghị ịchịkwa ọnọdụ ahụ",train
1136,Anyị gbalịrị hụ na e mere ihe niile otú kwesịrị ekwesị,train
1138,Òtù ọrụ distrikti ahụ na-elekọta ọnọdụ ahụ,train
1139,Ego ndị a bụ maka ọrụ ndị e ji enye ndị mmadụ,train
1140,Anyị hapụrụ ego ahụ ka anyị nwee ike ime ihe anyị chọrọ ime,train
1141,A ghaghị iji ego ahụ mee ihe n'ụzọ ziri ezi,train
1142,Egwuregwu enyi na enyi ga-adị n'etiti otu abụọ ahụ ,train
1154,Ọ̀ bụ ihe ziri ezi ka onye nkụzi na-atụ anya ihe dị ukwuu n'aka ụmụ akwụkwọ ya?,train
1159,Ụmụ nwanyị na-ekere òkè nke ukwuu n'egwuregwu taa,train
1164,Ọ̀ bụ iwu na onye na eleta nwanyi di ime ga-abụ onye nọọsụ?,train
1174,Ò ziri ezi ịmanye nwa agbọghọ na-erubeghị afọ iri na ụma ịlụ di?,train
1178,"Ụmụ akwụkwọ nile, ụlọ akwụkwọ nile na ndị nne na nna nile nwere ọrụ dị mkpa n'ịkwalite nchekwa ụlọ akwụkwọ",train
1192,Anyị nọ n'ọnọdụ siri ike nke ukwuu,train
1193,Ọ bụ òtù na-achị achị na Uganda,train
1194,Anyị ga-eji ndị dị mkpa iji hazie atụmatụ,train
1196,Ọ pụghị ịnọgide na-arụ ọrụ ya n'oge ndị siri ike dị ka agha,train
1197,Ọ bụ ndị mba ọzọ ka ọ na-adabere na ya,train
1198,E nwere ọtụtụ ihe ịma aka ndị na-egbochi ọrụ njem nleta na-enwe n'ihi na ha enweghị ego,train
1199,Nri na-achịkwa ndụ ndị mmadụ n'ọnọdụ ọ bụla,train
1200,Inwe nri mgbe obula na-enyere obodo aka ,train
1201,Anyị nwere mmụba ka mma na ego ha nwetara n'otu onye,train
1202,A na-emepụta mmiri ara ehi dị ukwuu na Kenya,train
1203,E nwere mmubanye n'oriri ihe eji mmiri ara ehi eme,train
1204,Nsogbu bụ banyere elu mmepụta na ala oriri,train
1205,Ọ bara ọgaranya n'ọtụtụ mineral makwa  n'akụkụ nke nri protein  ,train
1206,Ụlọ ọrụ ndị na-emepụta ihe n'ebe ahụ chọrọ ha iji nọgide na-emepụta ihe ,train
1207,Akwa enweghi ahịa ọ bụla n' oge a  ,train
1208,E nwere ọtụtụ ngwaahịa ndị ọzọ dị n'ahịa,train
1209,Ụlọ nkwari akụ niile mechiri maka ogbaghara ọrịa ahụ,train
1210,E nwere obere mmepụta ihe ubi,train
1211,A na-achọkarị kọfị,train
1212,Ndị mmadụ na-echebe onwe ha ugbu a,train
1213,Ha na-eche banyere anyị,train
1214,Anyị mechara nwee ike izute ibe anyị  ,train
1215,E nwere ọtụtụ ụgbọala na- abata n obodo ahụ,train
1216,Anyị ga-edozi ọnọdụ a ma ọnụ ọgụgụ ndị ọrụ ahụike ga-abawanye,train
1217,Ka anyị nwee olileanya na ha kwetara ihe ndị ha ga-ebute ụzọ,train
1218,Gịnị ka ha na-ekwu?,train
1219,Uganda na-arụ ọrụ na okporo ígwè ga-ejikọ ahịa n'ofe mba ahụ,train
1220,Ha na-enye anyị ahịa n'agbanyeghị nsogbu ndị njem,train
1221,Ha na-enye anyị osisi,train
1223,Uganda ga-ewu okporo ígwè n'akụkụ ókè Tanzania na Kenya n'otu n'otu,train
1233,Olee otú ị na-aga chọọchị mgbe niile?,train
1258,Ụgbọala ole ka a ga-ekesa?,train
1260,Olee ihe ndị na-egbochi ịdị ọcha?,train
1261,Olee otú ị ga-esi merie edozighi ahụ ocha?,train
1264,Gịnị mere ịdị ọcha ji dị mkpa?,train
1265,Olee ọrịa ndị mmadụ na-arịa ma ha rie anụ ha na-eri ogologo oge?,train
1267,Gịnị mere e ji nwee ndị na-ere anụ ole na ole n'obodo a?,train
1274,Ole ndị bụ ndị obodo ahụ?,train
1275,Olee otú m ga-esi na-adị mma n'ahụ́?,train
1279,Ebee ka m pụrụ inweta ọgwụ mgbochi nke nje odo?,train
1280,Olee otú m ga-esi nweta akwụkwọ ahụike m n'ụlọ ọgwụ?,train
1281,Ọ̀ bụ ihe n'eme ka ụkwụ koo n'oge adi ime?,train
1283,Gịnị mere ọnụ ọgụgụ ndị na-adachapụ ji dị elu otú ahụ?,train
1286,Olee otú ime ihe ike n'ezinụlọ si emetụta nwaanyị?,train
1287,Olee nsogbu ndị ụmụ nwaanyị na-enwe taa?,train
1292,N'ihi gịnị ka mmemme inye ụmụ nwanyị ikike ji dị nnọọ mkpa?,train
1296,Ndị ikom hà kwesịrị itinye aka n'ọgụ maka ikike ụmụ nwanyị?,train
1297,Ì nwere aha azụmahịa?,train
1303,È nwere ihe ize ndụ ọ bụla maka ahụ ike nke a na-etinye n'ịzụ ụtaba>,train
1304,Olee azumahia ị na-azụ?,train
1305,Olee ụlọ ọrụ ndị anyị kwesịrị ile anya dị ka ezi ihe nlereanya na Uganda?,train
1306,Olee ụdị ụlọ ọrụ ndị na-arụ ọrụ n'obodo ahụ?,train
1307,Ì nyefeela ọrụ gị?,train
1310,Olee ụfọdụ nsogbu ndị ụlọ ọgwụ na-enwe?,train
1318,Gịnị ka m ga-eme ma e nwee ike ịkwụsị inye ọkụ eletrik?,train
1320,Ole ndị bụ ndị a nwụchiri n'ike?,train
1323,Olee ihe ụfọdụ na-akpata ịhapụ ụlọ akwụkwọ?,train
1326,Olee ihe ndị na-esi n'alụmdi na nwunye mbụ apụta?,train
1327,Gịnị mere e ji enwe mmụba na-arịwanye elu n'ihe banyere idina mmadụ n'ike?,train
1328,Gịnị mere o ji dị mkpa ka anyị na-akpata ego anyị na-akpata?,train
1330,Gịnị mere anyị ji na-eme ememe ụbọchị ụmụ nwaanyị?,train
1332,Gịnị bụ nzube nke nnyocha a?,train
1336,Gịnị ka gọọmenti mere banyere ndị dọkịta adịgboroja?,train
1337,Gịnị ka ị pụrụ ikwu banyere azụmahịa ndị na-akwadoghị iwu?,train
1341,Ogologo oge hà aṅaa ka ndị gbara ọsọ ndụ na-anọ n'ogige ndị gbara ọsọ ndụ?,train
1344,Ehi ole ka ha na-enye?,train
1345,Olee ihe dị iche n'etiti ndị a chọrọ ịlụ?,train
1346,Ole ndị bụ ndị kasị nọrọ ná nsogbu n'obodo a?,train
1347,Gịnị mere i ji kwesị ikwu banyere ya?,train
1348,Gịnị mere i ji kwuo ihe a?,train
1354,Olee otú ọchịchị pụrụ isi mee ka ìgwè ehi mụbaa?,train
1379,Gịnị na-eme na Uganda?,train
1391,Olee ihe ndị na-edozi ahụ́ dị n'ime mmiri ara ehi?,train
1428,E nwere ọtụtụ ndị dara ogbenye n'ime ime obodo,train
1439,Anyị kwesịrị ịkpata ndị ọkachamara iji kwado ọrụ ndị e mere n'ọrụ ahụ,train
1474,Ụfọdụ n'ime ndị egwuregwu a nwere nkà pụrụ iche n'egwuregwu,train
1483,Olee otú anyị kwesịrị isi na-ekpe ekpere?,train
1484,Gịnị mere onye nkụzi ahụ ji dochie onye ọkpụkpọ ahụ?,train
1487,A na-eme atụmatụ iji mee ka ụmụ nwanyị nwee ike,train
1502,Ị̀ hụtụla ihe nkiri ahụ tupu mgbe ahụ ?,train
1506,Ajụjụ ọnụ ahụ ọ̀ dị ndụ?,train
1509,Egwuregwu ahụ ọ̀ malitere?,train
1510,Ònye bụ onyeisi ala mbụ nke Uganda?,train
1511,Ọtụtụ ụlọ ọrụ telivishọn na redio amalitela n'obodo Kampala,train
1513,Ị̀ pụrụ ikwere na a ga-enwe ntuli aka n'ọnwa ọzọ?,train
1520,Olee otú i si akwado ụmụ nwaanyị?,train
1521,Ime ihe ike megide ihe a kpọrọ mmadụ adịghị mma,train
1535,Ka anyị gaa ebe ụmụ anyị ga-enwe obi ụtọ,train
1536,Ihe ọhụrụ ndị a na-eme dị mfe ma bụrụkwa nke na-eme ka ndị mmadụ na-enwe obi ụtọ,train
1537,Ndị Uganda na-enwe ekele maka arụmọrụ na mmepe ndị na-eme,train
1538,A ghaghị ime ka ndị ntorobịa nwee mmetụta ma kụziere ha ihe kasị mma maka ndụ ha,train
1539,Ego intaneti enweghị iwu ọ bụla na-achịkwa ya,train
1540,A rụghachiri ụlọ ọrụ ụgbọelu Uganda,train
1541,A kpọpụrụ ndị ahụ mebiri iwu n' ụlọikpe,train
1544,Nwunye m kwesịrị ịrụsi ọrụ ike ma nweta ego ọzọ,train
1546,Ihe niile ga-adị mma ugbu a,train
1547,Ndị mmadụ na-aga ime ememe ma na-enwe obi ụtọ n'oge ememme ahụ,train
1548,Ndị mmadụ kwesịrị iji bodabodas dị ka usoro njem ọzọ,train
1549,Oka mmuta ahụ ga-arụ ọrụ ya n'ụzọ kwesiri ,train
1550,Anyị kwesịrị ịbịaru Masaka ngwa ngwa  ,train
1555,Ndị mmadụ na-aga n'obodo nta iji mee ememme,train
1557,Nnụnụ na-enwe obi ụtọ n'ikuku,train
1562,A na-eme mgbalị iji lụso ntiwapụ nke nje Ebola ọgụ,train
1566,Ministri ahụike chọrọ imeziwanye ogo oxygen n'ụlọ ọgwụ ndị a na-enyefe,train
1567,E guzobere mmekọrịta na mba ndị ọzọ iji mụbaa ihe ndị e ji enye ọgwụ ike,train
1568,Ọ bụ Minista Ahụ Ike na-eduzi ọrụ iji kpochapụ ịba,train
1580,A ga-akụziri ndị ndú banyere ụzọ dị iche iche e si alụso ọrịa dị iche iche ọgụ,train
1581,Ụlọ ọgwụ ọhụrụ ahụ eruola n'ọgbọ ikpeazụ,train
1584,Ịba aghọwo ọrịa dị ize ndụ nke ukwuu,train
1585,Olee otú anyị nwere ike isi nyere ndị na-anaghị anu ihe aka?,train
1586,Ndị Uganda ka nọ ná nchebe pụọ n'ọrịa Ebola,train
1587,Anyị kwesịrị ịmalite ịgwa ndị mmadụ na ịgba ha ume ka ha gbaa ọgwụ mgbochi ahụ ume,train
1588,Ka anyị gaa maka nyocha,train
1589,Ụmụ nwanyị ga-enwe ohere inweta ọrụ ahụike n'efu nke ga-eme ka ndụ ha ka mma,train
1590,A na-ewere ọgwụ zuru ezu maka ọrịa ụkwara nta ruo ogologo oge,train
1591,A ghaghị inye ụmụ nwanyị ikike ịnweta na ịrụ ọrụ dị iche iche,train
1592,E guzobere ụlọ ọrụ ahụike ọhụrụ iji melite ọrụ ahụike,train
1593,Onyeisi ahụ ejerela ndị Uganda ozi nke ọma,train
1594,Ka anyị kelee onyinye ya nye mba ahụ,train
1601,A na-enye ndị mmadụ ihe ọmụma banyere ọrịa ahụ,train
1615,Nzukọ ahụ ga-eme ka e nwee atụmatụ ndị ga-enyere aka imeri nsogbu ndị metụtara ahụike,train
1616,Ministri ahụ ga-eme ka mba nile mara banyere mgbochi Ebola,train
1617,Ozi ahụ gwara ndị mmadụ banyere mkpa ọ dị imega ahụ́,train
1620,A pụrụ igbochi ọrịa hepatitis ma ọ bụrụ na mmadụ agbaa ọgwụ ya atọ a,train
1621,"Uganda dị mma , o nweghịkwa onye bu nje Ebola n'obi",train
1622,Minista ahụ na-akpọ ndị mmadụ ka ha ghara ikwere ozi ụgha na-aga na mgbasa ozi mmekọrịta,train
1623,Anyị agaghị ezu ike ruo mgbe ndị mmadụ na-enweghị ọrịa ịba,train
1624,Ndị bi n'Africa anaghị echegbu onwe ha banyere ihe ize ndụ ndị dị n'ọrịa ịba ọcha n'anya,train
1625,Ndị Uganda kwesịrị ịkpachara anya n'ihi na achọtala ndị ọhụrụ na Congo,train
1626,Ọ bụ ọrịa dị ize ndụ nke nwere mgbaàmà dị ize ndụ  ,train
1630,Ozi ahụ na-achọ ka ndị Uganda nwee ezumike Ista dị mma,train
1638,Gịnị mere e ji kwesị ime nchọpụta n'ụlọ ọgwụ?,train
1645,Ọ̀ dị mfe isi n'otu mba gaa ná mba ọzọ?,train
1648,Gịnị ka ị maara banyere ọrịa Ebola?,train
1657,Olee otú ihe ị maara banyere ọrịa ịba ọcha n'anya si dị?,train
1659,Gịnị bụ nri na-egbu egbu?,train
1670,À puru igbochi ọrịa niile?,train
1672,Ụtaba ọ̀ dị nnọọ ize ndụ otú ahụ?,train
1676,Olee otú mba kasị mma pụrụ isi jikere onwe ya megide ọrịa?,train
1681,Ọ̀ dị mkpa ka e nye onyinye n'aka òtù ndị ọchịchị?,train
1700,Gịnị bụ nzube nke mkpuchi ahụ ike?,train
1712,Ịgba ígwè ọ̀ na-enyere mmadụ aka ịna-eme nke ọma?,train
1736,A na-aja alaeze Buganda mma maka òkè ya n'ịkpọlite mmata megide mkpụrụ ndụ sickle,train
1740,Na-asi ndị Alakụba niile Eid oma ,train
1741,A na-anabata ndị na-eme ọzụzụ n'ụlọ ọgwụ maka ọzụzụ n'ụlọ ọgwụ,train
1750,Imeziwanye ebe ahụike ga-ebelata okporo ụzọ n'ụlọ ọgwụ ndị bụ́ isi,train
1756,A na-atụle ụlọ ọgwụ Kawempe na mmemme redio,train
1764,Uganda nwere ọrịa Ebola nke a kwupụtara na mpaghara Kasese,train
1768,E kelere otu prọfesọ maka mmeri nke onyinye ahụike,train
1777,A ghaghị ịhapụ ime ime iji mee ka afọ ime mbụ ahụ ghara imecha,train
1778,Onyeisi ezinụlọ na-arụ ọrụ n'ịkwụsị ọrịa,train
1779,Mba ahụ na-akwadebe maka obodo na-enweghị Measles-Rubella,train
1780,Ministri ahụike na-enye ndụmọdụ maka ọrụ iji hụ na ndị bi na ya nwere ahụike,train
1786,Na-eme Ihe I Kwesịrị Ime Iji Lụso Ọrịa Ndị Na-adịghị Ejila Akụ Agụ Agụ,train
1787,E mepụtara ụzọ e si enweta nlekọta ahụike zuru ụwa ọnụ,train
1788,A ga-ebido mmemme mmata ahụike mba niile,train
1789,A ga-ewu ebe obibi ọhụrụ maka ịmụ nwa n'otu ógbè dị na Uganda,train
1791,Olee mgbe Uganda ga-enwere onwe ya?,train
1801,Ọ na-esiri mmadụ ezigbo ike ịlanarị ihe mberede okporo ụzọ,train
1851,Olee mgbe egwuregwu bọl ọzọ ga-abụ?,train
1853,Ndị Uganda Martyrs ndị e gburu abụghị nanị ndị si n'ógbè Buganda,train
1864,Mgbukpọ ndị mmadụ na-arịwanye elu n'ógbè ahụ,train
1867,"N'ihi coronavirus, ebe ofufe niile mechiri",train
1899,E nyela ndị a na-enyo enyo akwụkwọ ikike ịla ,train
1905,Gịnị mere ndị na-eto eto ji na-eme ihe ike?,train
1914,Olee otú ihe si dịrị n'ebe i bi?,train
1919,Ònye nwe ihe ndị a?,train
1920,Ọ̀ bụ ihe dị mma ka ndị ọchụnta ego na-agbazinye ego n'aka ụlọ akụ̀?,train
1925,Ole ndị bụ ndị kasị mara amara na-egbu ọchụ?,train
1930,Ndị egwuregwu aghaghị ịbịanye aka n'akwụkwọ nkwekọrịta na klọb ha,train
1940,E mepụtara ngwá ọrụ ọgwụ ọhụrụ na Uganda,train
1941,A na-azụ ndị nlekọta maka mkpọsa Masles-Rubella,train
1942,Ọrịa Rubella nwere ike ịkpata ọrịa ime ime nke na-esiri ụmụ nwaanyị dị ime ike,train
1943,Mkpọsa A Na-eme Iji Kwụsị Ọrịa Malaria,train
1945,A na-eji ọgwụ mgbochi nke Masal-Rubella eme ihe site na ịṅụ ọgwụ mgbochi,train
1948,Ịgba Ụbọchị Nnwere Onwe Uganda,train
1949,Uganda enyewo ego iji nyere aka lụso ọrịa atọ buru ibu ọgụ,train
1954,Ndị Nne na Nna Na-emegide Mgbasa Ozi Maka Ọrịa measles ,train
1955,A gbaara nwa otu ụkọchukwu ọgwụ mgbochi nje nchara,train
1956,A gụrụ ụmụaka nọ n'ụlọ akwụkwọ ọgwụ mgbochi nke Masas-Rubella na Polio,train
1957,Mkparịta ụka banyere ihe rubella bụ na otú e nwere ike isi bufee ya,train
1958,Ekele dịrị ndị ọrụ ahụike,train
1962,ụmụaka nile n'okpuru afọ iri na ise kwesiri igba ọgwụ nje nchara na polio,train
2001,Ndị ọchịchị distrikti aghaghị ikwekọrịta n'ihe kasị mma maka obodo ha,train
2002,Ndị ọrụ gọọmenti na-arịọkarị maka mmụba ụgwọ ọnwa,train
2003,Ịbawanye ụgwọ ọrụ na-akpatakarị arụmụka n'etiti ndị ọha na eze,train
2005,Ọchịchị kwesịrị ịbawanye ụgwọ ọrụ nke ndị omebe iwu obodo,train
2006,Enweghị nkwekọrịta n'etiti ndị otu kansụl na-emetụta ndị òtù obodo,train
2007,Ndị omeiwu kwesịrị ikwekọrịta na ha ga-eme ka ọha na eze na-elekọta obodo ha,train
2009,Ọchịchị kwesịrị ịbawanye ego a na-enye maka mmefu ego nke mpaghara,train
2010,A naghị anọchite anya ụmụ nwaanyị n'otu n'otu n'ọkwá ndị isi,train
2011,A ghaghị ịbawanye ego ndị omebe iwu mpaghara na-akwụ iji melite ọrụ ndị a na-enye,train
2012,A na-ele ndị omeiwu anya dị ka ndị ọrụ gọọmentị na-erughị eru,train
2013,Ndị ọrụ distrikti kwesịrị imepụta iwu akụ na ụba nke bara uru maka obodo ha,train
2014,E nwere akụkọ banyere ọnụ ọgụgụ dị elu nke nrụrụ aka n'ime ọchịchị distrikti,train
2015,A na-eme mkpọsa maka nchekwa okporo ụzọ iji belata ihe mberede okporo ụzọ,train
2016,Ihe ịrịba ama na ihe nnọchianya okporo ụzọ na-enyekwa aka belata ihe mberede okporo ụzọ,train
2017,Ihe kpatara ọtụtụ ihe mberede bụ na mmadụ anaghị akwọ ụgbọala nke ọma,train
2018,Zebra ịgafe na-enyere ụmụ akwụkwọ mbụ aka ịgafe ụzọ ọma ,train
2019,Nwee akwụkwọ ikike ịkwọ ụgbọala mgbe ọ bụla ị na-akwọ ụgbọala,train
2020,Ndị ọrụ Bodaboda nwere ike inye aka na mkpọsa nchekwa okporo ụzọ ebe ọ bụ na ha na-agagharị agagharị,train
2021,A ghaghị ime ka ndị na-agagharị agagharị mara banyere ụkpụrụ nduzi maka nchekwa okporo ụzọ iji belata ihe mberede,train
2022,Ndị na-agba ịnyịnya Bodaboda nwere ike inweta ego ha ji akwụ ụgwọ site n'aka òtù ha,train
2023,A ga-eji nwayọọ nwayọọ na-acha ákwà ndị e ji agafe n'ebe ndị e nwere ndị na-agba ịnyịnya ibu iji mee ka a hụ ha nke ọma,train
2024,Ndị na-anya Bodaboda kwesịrị iso ndị ọchịchị okporo ụzọ na-arụkọ ọrụ iji belata ihe mberede okporo ụzọ,train
2025,A chọrọ ka a na-eme ka ndị mmadụ mara ihe banyere nchekwa okporo ụzọ n'ime ime obodo dị ka a na-eme n'obodo ukwu,train
2026,Ndị nwe bodaboda onwe ha kwesịkwara irube isi na ntuziaka nchekwa okporo ụzọ,train
