Key,Text,split
101,Emyoreko n'omuringo gumwe ogw'okuronda akatare k'ekintu kisya.,train
102,Okupangisa ebintu nagwo n'omuhanda gw'okukoresa ebintu ebitaine eki birikukora.,train
103,Hariho ebintu bingi ebi orikubaasa kutamu sente omu nkora y'okwekozesa.,train
104,Za banka enyingi nizigaba rooni.,train
105,Amashomero maingi obwahati nigatendeka abeegi oku bashemereire kukora bizinesi.,train
106,Okutandikaho amakorero nikibaasa kuhwera abantu baingi kutunga emirimo omu Uganda.,train
107,"Nikiija kumara akaire, entaasya ya Uganda kugaruka nk'oku yaabaire eri.",train
108,Obwahati Gavumenti neeyenda kushwijuma ebitabo byona omu kampuni ezitari zimwe.,train
109,Okwongyera emihendo y'ebintu nikibaasa kwongyera amagoba nainga okufeerwa.,train
110,Abahingi b'enanaasi nibetenga amakorero ahu barikubaasa kuhindurira ebijuma byabo bakakoramu ebintu ebindi.,train
111,Abakugu nibagira ngu bakama ba bizinesi baine kugira obumanyi obwo babaase kusingura.,train
112,Zaabanka nizitwara ebintu by'abantu n'amaani na munonga baremwa kushashura za rooni,train
113,Okukoresa enkora ya Moboyiro maane omu kugura n'okuguza ebintu kweyongyeire omu kicweka ky'okubanza ky'omwaka ogu.,train
114,Oshemereire kwega kutunguura bizinesi yaawe ahanyima y'akeshereko ka Covid -19.,train
115,Abanya Uganda nibahaburwa kukoresa kurungi sente ezirikubaheebwa okutandika bizinesi.,train
116,Supamaketi mpango neeza kukinga amataagi gaayo goona.,train
117,Ekishaayi ky'endegye kigarukire kyaigurwaho okutandika kukora.,train
118,Manegya orikureeberera ebyombeko bimwe ahairwe ebiro bibiri kushashura abarikumubanza boona.,train
119,Okuguza amajuta aheeru y'eihanga nikiija kwongyera aha ntaasya y'eihanga.,train
120,Ebitongore by'empiiha biine kushashura abantu enyongyeza.,train
121,Butoosha nikiba  kiri kirungi okumanya oku ekiiruka ekikozireho kirikugura.,train
122,Za banka ishatu zikingireho ahabw'oburwaire obubarukireho.,train
123,Ninteekateeka ngu nibaza kusigaza ekiconco n'omwaka ogurikwija.,train
124,Nikikuru ebitongore by'empurizagana okugira abanyamakuru abaine etaranta.,train
125,"Terevijoni egyo, obwahati eine abanyamakuru abarikukirayo oburungi omu by'empurizagana.",train
126,"Abaine bizinesi omu Uganda, nibaija kugasirwa bata omu kushashura omushoro aha digito?",train
127,Agizire ngu obwahati baaherize kutunga esente ezirikwingana obukaikuru igana ikumi na mwenda  kuruga omu banka.,train
128,Emihendo y'amajuta neebaasa kwija kugaruka ahansi okwezi okurikwija.,train
129,Abaine za bizinesi omu Uganda bacwiremu kuguriza ebintu byabo aha intaneti ahabw'okwerinda oburwaire bwa COVID-19.,train
130,"Obugaiga bwa Uganda nibwija kweyongyera, okutimba amajuta omu burengyerwizooba bwa Uganda kukuraije kutandika.",train
131,Abaine za bizinesi omu Uganda bashemeraire kusherura omuringo musya gw'okukoramu emirimo yaabo omu biro by'akeshereko.,train
132,"Abashubuzi omu uganda, bashemereire kuteekateeka aha shonga y'okuguza enyama omu ihanga rya South Sudan.",train
133,"Enganda z'omu kya Ankole, ziine omukoro gw'okujaguza amasharuura g'okubanza buri mwaka.",train
134,Yunivasite ya Makerere  neekora gye omu kyanga kya Africa.,train
135,Uganda neeshagika abakazi abanyasayansa.,train
136,Amashomero gashemereire kushashurira emikoro yaago.,train
137,Okwiguraho amatendekyero ga Yunivasite kireesireho okuburabuzibwa omu beegi.,train
138,Ab'ebibiina by'akamaririzo nibaza kugaruka aha mashomero omu bwire butari bwa hare.,train
139,"Ekitongore ky'ebigyezo, tikikashaziremu, obu abeegi baraakore ebigyezo.",train
140,Gavumenti neegamba ngu tihariho sente z'okuhwera abeegi kwegyera aha intaneeti.,train
141,Amashomero tigashemereire kwongyeza ebishare.,train
142,Hariho amashomero maingi masya ga gavumenti agaigwirweho omwaka ogu.,train
143,Mukuru w'eishomero akwasirwe ahabw'okuteera abaishiki abakiri bato omu myaka.,train
144,Minisiture y'ebyobwegyese ekamanyisa amashomero ebihindwirwe omu bwire bw'okukora ebigyezo.,train
145,Nooteekateeka ngu omwaka gw'eby'obwegyese ogu gushazibwemu?,train
146,Gavument teine eki egambire aha nshonga y'obwire obu amashomero gareije kwigurwa.,train
147,Ni kikuru minisiture y'eby'obwegyese kukora aha nshonga ezirikukwata aha mashomero.,train
148,Gavumenti eikiriize amatendekyero kwiguriraho abeegi ab'ebibiina by'akamaririzo.,train
149,Amashomero nigaza kuhindurwa emyanya y'okuraguriramu abarwaire.,train
150,Buri mwegi arinzire eizooba eri bareije kwiguraho amashomero.,train
151,Ahabw'enki abashiki abamwe nibenda ngu baihemu enda omu mwanya gw'okureka enda zikakura?,train
152,Emizaano neeshemeza,train
153,Embaga z'okugaitwa tiziri z'abagaiga bonka.,train
154,Ni birungi ki ebiri omu kutoorana abeeshongozi?,train
155,Emikoro nikimwe aha bi abantu barikukira kukora.,test
156,Emizaano erikukira kworekwa aha televijoni neekira kuhendera kitaraariire.,train
157,Omuzaano ogurikushetsya gushushire ki?,test
158,Tufereirwe abeeshongozi abaine etaraanta omu myaka ehwaire.,train
159,Nyine ekigyendererwa ky'okuhinduka omuzaani wa muvi mukuru.,train
160,Omukoro gw'okuzina ogw'amahanga goona nigwija kworekwa aha terevijoni omu kwezi kwamwenda.,train
161,Abeeshongozi baimirwe orusa rw'okutaho omukoro gw'okweshongora omuri Kampala.,train
162,Tushemereire kukora ebiragiro ebirikuhwera omu kurwanisa abarikutoroboza abaana.,train
163,Abaishiki haihi abarikuhika omutwaro nibo batoroboziibwe ahagati y'okwezi kw'okubanza n'okwa mukaaga.,train
164,Ebirikuruga omukukyebera oburwaire bwa Korona byona tibirikugaruka bihikire kandi tibirikugaruka omu bwire.,train
165,Ebyoma by'okukyebera Corona Virus abantu nibabibanganisa.,train
166,Ab'akakiiko bashabirwe kugaruka bakareeba ekicweka ekisigaire,train
167,Endwara nizijanjara kandi nizibaasa kwita.,train
168,Okukyeberwa okamanya oku ori omu magara nikikuru munonga,train
169,Ensi yoona eteganisiibwe oburwaire.,dev
170,Endwara ezirikubarukaho nizikira kunjaara ahonaaho kandi nizibaasa kwita.,train
171,Ebishaju by'omu mubiri niki?,train
172,Omukazi weena naabaasa kutwara enda.,train
173,"Okukora ebisasaizi nikirungi, nikirinda gye amagara",train
174,Amate gaine omugasho aha magara.,train
175,Hagutsya emyanya y'okujanjaabiramu kyaba nikibaasika,train
176,Abakugu omu by'amagara nabo baine kusiimwa ahabw'emirimo yaabo.,train
177,Abarikwitwa Korona beeyongyeire omu Uganda.,train
178,"Oburwaire bwa Korona ku bwatandikire, abantu baatandika kukora masiki z'emyenda.",train
179,Oburwaire bwa Korona nibuguma nibweyongyera kwonka hariho abantu bamwe abarikukira.,train
180,Omubazi ogurikusirika Korona tigukareebekire.,train
181,Abakozi b'omu marwariro bagiire omu kesharingo ahabw'emishara yaabo kukyerererwa.,train
182,Endwara ya eteganiise munonga abashaija okukira abakazi.,train
183,Abaisirwe Korona bari haihi kuhika akakaikuru kamwe.,train
184,Poriisi ya Kawempe ekingireho ahanyima y'okushangamu omuntu oine oburwaire bwa korona.,train
185,Okucondooza nikworeka ngu oburwaire bwa Korona nibubaasa kukwata obwonko bw'omuntu.,train
186,Endwara ya Korona tekatungire omubazi gw'okugitamba nainga kugisirika.,train
187,"Waaba noyenda kugira amagara marungi, nywa amate buri izooba.",train
188,Nitwenda kumanya yaaba enkora otampika haihi eriho.,train
189,Abashaho bakasiimwa ahabw'emirimo ei bakozire.,train
190,"Kurugirira omu byakyebeirwe, abantu baingi aha nsharo z'eihanga bashangirwe baine akakooko ka korona.",train
191,Minisiture y'eby'amagara neija kuguma neeshohoza ebirugire omu kukyebera korona buri izooba.,train
192,Abaine endwara ya korona omu bavugi b'ebiiruka ebihango beyongyeire.,train
193,Abarwaire abamwe tibakakiriire kimwe oburwaire bwa Korona.,train
194,"Abavugi b'ebimootoka ebihango kuruga omu mahanga agatwetorwaire, nibo baretaire omubaro gw'abarwire Corona omu Uganda gwayeyongyera.",train
195,Obubonero n'obumanyiso bw'endwara ya Korona nibuuha?,train
196,Abashaho abamwe abarikuragurira abakwatsirwe endwara ya Korona nabo bakwatsirwe oburwaire obu.,train
197,Abahikaine nabakwatsirwe endwara ya Korona baihirweho eby'okukyebera byatwarwa kubikyebere.,train
198,"Abashaho b'omumatemba ga Uganda, bashemereire kusiimwa.",train
199,Esente ezirikwetengwa kukyebera abaine Korona nigwiija kubamanyisibwa.,train
200,Hariho okukyerererwa omu kushohoza ebirikuruga omu kukyebera.,train
201,Abarugire aheeru boona abakyebeirwe bakashangwa baine oburwaire.,train
202,"Abavugi b'ebiiruka ebihango abashangirwe baine oburwaire, bakabagarura omu mahanga gaabo.",train
203,Bwanyima y'okukyebara omu kwezi kwa mukaaga abandi abarwaire ba korona baingi bakareebeka.,train
204,Abantu ababahereraire hamwe n'abashaho nabo bakakyeberwa.,train
205,Abantu bakahaburwa kujwara masiki baaba bari omu bandi.,train
206,Okukyebera oburwaire bwa korona nikutwara esente nyingi munonga.,train
207,Gavumenti ekeehayo kugabira abanya Uganda boona za Masiki z'okujwara.,train
208,Abantu bakye nibo baakizire oburwaire bwa Korona.,train
209,Abarwaire abakyebeirwe bakashangwa batakiine oburwaire bwa korona omuri Gulu babasiibwire.,train
210,"Ebiro ebi, buri irwariro eritari rya Gavumenti nirishaba esente z'okureeba abashaho.",train
211,"Abarwaire abandi baingi, kihamiibwe ngu tibaine Korona bwanyima y'okukyeberwa emirundi ebiri.",train
212,Abavugi bebimotoka ebihango baingi abarikutaahiramu Mutukula nibashangwa baine akakooko ka Corona.,train
213,"Nihaza kubaho okumanyisibwa ebirikukwata aha burwaire bwa korona okwa boona, kuruga ahari minisita w'ebyamagara.",train
214,Buriizooba abantu nibaija kuguma nibamanyisibwa ebirikukwata ahari Korona.,train
215,Abashaho n'okushemererwa basiibwire abarwaire boona ababaire barwaire Corona kwonka  abaraaguriirwe kandi bakakira.,train
216,Omushaho omwe wenka ahari abo abarikujanjaba abarwaire ba Korona niwe afiire.,train
217,Omubaro gw'abantu abarikukwatwa endwara ya Korona niguguma nigweyongyera.,train
218,Abarwaire abandi baingi bakizire oburwaire bwa Korona.,train
219,"Ehururu y'okubyama omu katimba k'ensiri, neegyenderera okuzibira omushwija gw'ensiri.",train
220,"Hariho abantu baingi abakizire endwara ya Korona, n'obu abarikukwatwa endwara egi baraabe nibeeyongyera.",train
221,Abantu baingi bakakyeberwa korona omu kwezi kwa mukaaga.,train
222,Abarwaire abashangirwe batakiine burwaire bwa Korona basiibwirwe kuruga omu irwariro rya Entebe.,train
223,Abarikuha obuhwezi bakahayo gasi sirinda kuhwera omukurwanisa oburwaire bwa Korona.,train
224,Abantu ababaire baine bubonero bw'endwara ya  Korona bakeihwaho eby'okukyebera aha aha itendekyero eririkukora aha by'okucoodoza.,train
225,"Abanyamahanga abashangirwe bataine endwara ya Korona, nibaija kuza omu karatiini omu maka gaabo.",train
226,Ebiragiro by'okurwanisa oburwaire bwa Korona bitairweho kuzibira akakooko ka Korona kujanjaara.,train
227,Abakozi baingi nibetengwa omuhururu y'okugaba obutimba bw'ensiri erikwiija.,train
228,Abanyamakuru abamwe nibaija kusiimwa ahabw'okumanyisa abantu eby'amagara.,train
229,Emotoka z'abarwaire eza ambyurensi hamwe n'ebyoma by'okurwanisa omuriro bigabirwe Gavumenti,train
230,Obutambara bw'omungaro nabwo twine kubwozya kurungi okubaasa kwerinda endwara ya Korona.,train
231,Omukazi oine enda yaaba aine oburwaire oburikukwata ekiine naabaasa kubuturiza omwana ari omunda.,train
232,"Sanitaiza ezirimu ekirungo kyamarwa, nizibaasa kukozesibwa omu kukyendeeza okukwatwa oburwaire bwa Korona",train
233,Okuguma omuka waaba oine obubonero senyiga nikibaasa kukora nk'omuhanda gw'okuzibira okujanjara kw'oburwaire bwa Korona.,train
234,Akakiiko k'eby'amagara akateirweho nikasiimwa ahabw'omurimo ogu kakozire omukukiza amagara g'abantu.,train
235,Amarwariro nigahaburwa okurindira ebihandiiko omunkora eya digito kugira ngu bibaase kurindwa gye.,train
236,Hariho abariyo nibarambura eby'amagara buri omuri Disiturikiti.,train
237,Gavumenti ya Uganda neeza kugaba obutimba bw'ensiri obwa busha omwihanga ryona.,train
238,Minisiture y'eby'amagara eteireho engyenderwaho y'enterane z'abantu.,train
239,Minisiture y'eby'amagara ekataho enkora y'okweta omu karantiini naingashi okwetanisa aha bantu abandi.,train
240,Abantu baherize kumanyisibwa ehururu erikwija kubaho erikukwata aha ndwara y'akarande erikukwata emitsi.,train
241,Amashomero goona gashemereire kukuratira ebiragiro by'enterane z'abantu.,train
242,Minisita ahabwiire ngu amashomero goona gagume gaigwire.,train
243,Minisiture y'eby'amagara eine kwongyera aha bintu by'okukozesa okwongyera kwetebeekanisa gye kurwanisa endwara ya Korona omu Uganda.,train
244,"Omutuura gye wa Kampala otarikumanywa, akeetwara omu karantiini.",train
245,Minisiture y'eby'amagara ekataho esimu z'okuteera hagira owaakwatwa endwara ya Korona  ezitari z'okushashurira,train
246,Twena nitwetenga kushomisibwa kugira ngu twetegyereze oku korona erikukyeberwa.,train
247,"Nyabura we yetantare enteerane z'abantu baingi, omubiro ebi eby'oburwaire.",train
248,Abantu babagambire kwetantara okuramukanya omungaro n'okugwa omu kifuba obwire bwona.,train
249,"Abayorekire obumanyiso n'obubonero bwa Korona, bakyebeirwe bashangwa batagiine.",train
250,Esimu ey'okuteera aha bikwatairine n'endwara ya Korona yagarurwaho kandi eshonga zoona zatereera.,train
251,Abarikuba bari aha rugyendo boona nibakyeberwa oburwaire bwa Korona aha nsharo zoona.,train
252,Omuhandiiki omukuru omu minisiture naaza kugambira aha terevijoni ekiro eki.,train
253,Omuntu obeire naateberezibwa ngu aine endwara ya korona arikuruga omu kicweka kya Masaka baamukyebera yashangwa atagiine.,train
254,"Ekitongore ky'eby'amagara, tikahamize oburwaire bwa Korona omu Uganda.",train
255,Naaba omu ngaro orikukozesa sabuuni n'amaizi marungi obaase kuzibira okujanjara kw'oburwaire bwa Korona.,train
256,Omwebembezi w'eihanga naaza kugambira abantu eriizooba okwongyera kubamanyisa ebiragiro ebi bashemereire kukuratira ahabwa korona.,train
257,Eshagama neekyeberwa emirundi eshatu kubaasa kuhamya ngu omuntu taine burwaire bwa korona.,train
258,Omunya Uganda owaarugire Dubai niwe muntu w'okubanza kuhamibwa ngu aine endwara ya Korona omu Uganda,train
259,Buri omwe nahaburwa kuguma ayetekateekire kandi ayikaikiine ku yaakureeba oine obubonero bwa Korona.,train
260,Omurwaire w'endwara ya Korona ahamiibwe omu Uganda.,train
261,"Ekishayi ky'enyonyi  ekya Entebbe kikakingwa, okubaasa kurwanisa okujanjara kwa Korona.",train
262,Ekitongore ky'eby'amagara kyahamya abarwaire ba Korona abasya munaana.,train
263,"Abantu abarikutuura omundembo, bateganisiibwe munonga endwara ya Korona",train
264,Noobaasa kuzibira okujanjara kw'endwara ya Korona obwo orikwetantara okuhikaana n'abandi.,train
265,Naaba engaro zaawe orikukozesa sabuuni n'amaizi marungi kumara sekendi makumi abiri emirundi eshatu buri izooba.,train
266,Buri omwe aine eki arikubaasa kugamba aha burwaire bwa Korona obwaizire omu Uganda.,train
267,Minisiture y'eby'amagara eriyo neekorera hamwe n'abarikukwatanisa nayo okubaasa kutunga oburyo burungi bw'okushomesa abantu.,train
268,Abugaine na Dayirekita w'eby'amagara.,train
269,"Ekitongore ekirikukora aha kucoondoza aha kujanjara bw'endwara, nikyo kirikukora ahaby'okukyebera oburwaire bwa Korona.",train
270,Ahabw'enki otarikuguma omuka ku oraabe otarikwehurira kurungi?,train
271,Abaine endwara ya Korona  omu Uganda beyongyeire.,train
272,"Abakazi abaine enda, nibetenga okureebererwa okw'omutaano baaba bari omu irwariro.",train
273,Eriizooba twatungayo abarwaire basya ba Korona bashatu.,train
274,"Abakozi ba zaakampuni, hati kubarikukyeberwa bashangwa baine endwara ya Korona.",train
275,Abarwaire ba Korona omu Disiturikiti egyo bariyo nibakyendera.,train
276,Abashaho batwaire abazaire b'omwana ogwo aha poriisi ahabw'okuremwa kushashura esente z'okumushemeza.,train
277,Minisita w'eby'amagara akihamize ngu okugira amarwariro marungi omu byanga n'ekyomugasho.,train
278,Amarwariro amakye gashemereire kureeba ngu gatunga oburyo burungi bw'okukyebera eshagama.,train
279,N'eky'obusaasi okureeba ngu abantu bakiriyo nibeitwa endwara ezirikubaasa kuzibirwa.,dev
280,Twine kufayo aha barwaire b'emitima.,train
281,Oburwaire bwa Korona n'okufa byeyongyeire.,train
282,Akaruuru nikireebeka nikeija kubamu obwimukiriro oburikubasa kujanjaza endwara ya Korona.,train
283,Amate agu barikupakinga gabonaire aha baana okukira agu barikuguza aha muhanda.,train
284,Okutwara enda omu baishiki bato kweyongyeire kandi haine ekishemereire kukorwa aha shonga egi.,train
285,Omuhendo gw'abantu abarikukwatwa oburwaire bwa korona n'abarikufa nigweyongyera buriizooba.,train
286,Ripooti za Gavumenti nizooreka ngu n'abaana abatakahikize emyaka ikumi na munaana nabo nibakwatwa oburwaire bwa korona.,train
287,Omurwaire owaisirwe oburwaire bwa korona naaza kuziikwa omu kwezi kwa mwenda oku.,train
288,Omuhanda gwonka ogu orikubaasa kumanya ngu oine korona n'okubanza wakyeberwa.,train
289,"Ku oraabe noyenda kugira amagara marungi, guma nookora ebisasaizi buri izooba.",train
290,Omu Uganda okurabya eby'amahurire aha intaneeti noobaza waatunga orusa.,train
291,Semina y'okurwanisa amakuru agatahikire eteebekanisiibwe.,train
292,Nikitangaaza okureeba ngu hati nitubanza twashashura omushoro okukozesa esimu.,train
293,Uganda neeyetenga ekiragiro birungi eby'okurinda gye ebihandiiko ebirikukwata aha bantu n'ebintu byabo.,train
294,"Ekitongore ekirikukurira eby'empurizagana nikireeba ngu kampuni z'eby'empurizagana, nizikuratira ebiragiro ebyatairweho.",train
295,Ebisasiro bishemereire kuyorwa buriizooba nainga bakabyosya.,train
296,Endwara ya y'ekiirukano neeretwa oburofa.,test
297,Abantu abataine abatari b'obujunaanizibwa nibamemeera kasasiro buri hamwe.,train
298,Kasasiro neereeta enshohera.,train
299,Endwara ezimwe nizibaasa kuzibirwa.,train
300,Abarikureeberera bizinesi bashemereire kufayo ahabuyonjo bw'omwanya,train
301,Omwanya omurofa niguremesa bizinesi kukura ahabw'okuba oburofa nibubinga ba kasitoma.,train
302,Kasasiro ku erikujunda enuuka.,train
303,Ab'obushoborozi bashemereire kwija n'enkora y'okureeberera kasasiro omundembo.,train
304,Kasasiro neeyoorwa buri kwezi kugira ngu etaba nyingi.,train
305,Niturwanirira ensi etarimu bushomankuzi.,train
306,Abanya Uganda nabantu abaine rukundo n'obusingye.,train
307,Abashubuzi b'omumahanga goona nibakira kutunga oburemeezi baaba nibakorera omunsi ezaheeru.,train
308,Amahanga agaherereine gashemereire kukora endagaano.,train
309,Abanya Uganda n'efura.,dev
310,N'enki ekiriyo nikikorwa okuhwera abakazi b'enda abarikutuura omu kampu z'empungi?,train
311,Emirimo neetuma entaatsya y'amaka yayeyongyera.,train
312,Okukwatanisa nikubaasisa eby'entaatsya kweyongyera.,train
