Key,Text,split
30,Okulima ebirime eby'enjawulo kye kijja okuyamba omusajja oyo.,train
31,Tufuna obubaka ku ntereka y'ebyo bye tukungudde okuva ku biweerezebwa ku laadiyo.,train
32,"Bafuna obubaka ku budde bw'okusimba, enkozesa y'ebimera ennungi n'ebiddiria oluvannyuma lw'amakungula.",dev
33,Obubaka ku nnima y'ekibala kya citrus n'enva endiirwa bwa mugaso nnyo eri abalimi.,train
34,Obubaka ku nteebereza y'obudde n'okuteeketeeka ennimiro okusimba.,train
35,Okukubaganya ebirowoozo okumu ku laadiyo kusonga ku butale bw'ebirime by'abalimi obulungi.,train
36,Pulogulaamu z'ebyobulimi eziweerezebwa ku laadiyo ziyamba balimi okumanya sizoni ennungi ez'okusimbiramu.,train
37,Abalimi bafuna amagezi ku kusimba ensigo ennungi n'endwadde ezikosa ebirime byabwe.,train
38,Ebitongole ebimu biwa abalimi obubaka ku nsigo n'ebika eby'enjawulo okuyita ku laadiyo.,train
39,Ebinyonyi biridde ebikongoliro bya kasooli byonna mu nnimiro y'omukazi.,train
40,Ekikoola ekya kyenvu kino n'ekolo ekya kakobe kirwadde.,train
41,Ekikoola kirina obukuubo obwa kyenvu n'okumyukirira mu makkati.,train
42,Okumyukirira kw'ebikoola bya kasooli kireetera akasongezo k'ekikoola okukala.,train
43,Ebimu ku bikoola ebirwadde bikaze.,train
44,Ebimu ku bikoola ebya kyenvu ku kimera kino byefunyizza ku luuyi lumu.,train
45,Akamu ku bubonero bwa maize leaf rust ne maize blight bye bikoola okufuuka ebya kyenvu.,train
46,Ekikoola kya kasooli kya kyenvu wabula langi yaakyo etera okuba eya kitaka wansi.,test
47,Obubalabala ku bikoola si kabonero kalungi ku birime.,train
48,Ekitundu kya kasoolo ekya waggulu kiriiriddwa embuzi zino ezitaayaaya.,train
49,Enkuyege zifuuse ensonga ennene ennyo mu nnimiro eno.,dev
50,Okukoola kikolwa ky'okulima ekirungi buli omu kyalina okumanyaako.,train
51,Omuwemba mulamu bulungi era kino kijja kutuwa amakungula amalungi.,train
52,Ndowooza ekimera kino kirwadde kubanga ebikoola byakyo byonna bya kyenvu.,train
53,Tuyinza butakungula mu kimera kino.,train
54,Ebimu ku bikolo by'ebinyeebwa biriiriddwa enkuyege.,train
55,Amabala ga kitaka mu kitundu ky'omu makkati g'ebikoola ebirwadde.,train
56,Ekikoola ekyonoonese kiyinza kuba nga kivudde ku mbeera y'obudde mbi.,train
57,Ensolo ezitaayaayiza mu nnimiro zoonoonye ebirime byonna mu nnimiro.,train
58,Ebikoola bino ebirwadde bikala kubanga bitataaganyizibwa omuddo.,train
59,Amakungula g'amatooke amabi gavudde ku maize leaf rust.,train
60,Okukonziba kw'amatooke kuva ku muddo mu nnimiro.,train
61,Ekimera kino ekyonoonese kiyinza okuba nga kyaliiriddwa akasaanyi ka armyworm.,train
62,Ennimiro yeetaaga okukoolebwa kubanga ezise.,train
63,Ekitundu kya waggulu kiriiriddwa akasaanyi ka armyworm.,train
64,Kasooli ali mu nnimiro ezise era alina n'ebikoola ebimyukiridde.,train
65,Lumonde alina ebikuubo ebya kakobe n'amabala aga kitaka ku bikoola.,train
66,Ekimera kino kirina ebikoola ebya kyenvu n'amabala aga kitaka mu bukuubo obutambuza amazzi.,train
67,Ebikoola by'ennyaanya bya kyenvu era bikalu.,train
68,Ebikoola birwadde olw'ebiwuka.,train
69,Bulijjo amabala ameeru ku bikoola bya kasooli galeetebwa biwuka.,train
70,Ebikoola bya kasooli biriiriddwa ebisaanyi.,test
71,Amabala ameeru ku bikoola bya kasooli galeeteddwa akasaanyi ka armyworm.,train
72,Ebikoola bya muwogo biriko ebikuubo bya kyenvu wansi.,train
73,Obumu ku bulwadde obusinga mu micungwa bwe busongezo bw'ebikoola okufuuka kyenvu.,train
74,Ebikoola bya kasooli bijjudde ebituli kubanga biriibwa obuwuka.,train
75,Omulimi ku kyalo ky'e Bukujju yatulaze ebimu ku bimera ebirwadde mu nnimiro ye.,train
76,"Mu disitulikiti y'e Kayunga, ennimiro ezisinga zirimu kasooli omulwadde.",train
77,Waliwo ebijanjaalo bingi nnyo ebikwatiddwa obulwadde mu kitundu kino.,train
78,Langi ya kitaka ku bikoola by'emwanyi ereeteddwa bulwadde common rust.,train
79,Akasaanyi ka armyworm erya ku bikoola bya kasooli.,train
80,Omuddo okubeera mu nnimiro kireetera ebikoola bya kasooli okufuuka ebya kyenvu.,train
81,Kasooli amyukiridde olw'ekirwadde.,train
82,Empeke z'ekikolo kya kasooli kino nnene mu kikula ekitali kya bulijjo.,train
83,Obulwadde bwa maize streak bufuula layini y'omumakkati g'ekikoola okufuuka eya kyenvu.,train
84,Embuzi ziridde kasooli mu nnimiro.,train
85,Akamu ku bubonero bw'ekimera ekirumbiddwa obulwadde bwa maize streak bye bikoola ebya kyenvu.,train
86,Ekikoola kya kasooli kiriiriddwa oluvannyuma lw'okulumbibwa akasaanyi ka armyworm.,train
87,Ekimera kino kikwatiddwa obulwadde bwa kasooli kubanga ekikoola kirina langi ya kivuuvu,train
88,Kasooli akwatiddwa akasaanyi ka armyworm.,train
89,Ebikoola by'ekimera bikwatiddwa obulwadde.,dev
90,Abantu abalina ettaka ettono basobola okulima okufuna ssente.,train
91,Gavumenti ekubiriza abantu okukozesa ensigo ennungi okufuna amakungula amalungi.,train
92,Abalimi tebalina katale ka kasooli.,train
93,Osobola okwongera ku makungula go mu ngeri zino.,train
94,Okulunda enjuki kuvaamu emmere ne ssente.,train
95,Obwetaavu bw'obumyu buzze bweyongera mu nnaku eziyise.,train
96,Abalimi mu Uganda basanga okusoomozeebwa kungi nnyo okwekuusa ku bulwadde bw'ebimera n'embeera y'obudde.,train
97,Omukugu mu bulimi n'endya yeefuze awaadi z'emmere.,train
98,Okulwawo okufuuyira y'ensonga lwaki emmere gye tulina ennaku zino eyonoonese.,train
99,Okusazaamu ebbanja kisobola okuddaabulula ebyenfuna?,train
100,Beera mwegendereza ku ngeri gy'osaasaanyaamu ssente zo.,train
101,Emyoleso emu ku ngeri y'okulangamu ekyamaguzi ekipya.,train
102,Okwazika nayo emu ku ngeri y'okukozesaamu ebintu ebibadde bitakozesebwa.,train
103,Waliwo emikisa mingi egy'okusiga ensimbi mu bintu ebiyamba abantu ba bulijjo.,train
104,Bbanka ezisinga obungi zigaba zi looni.,train
105,Amasomero ennaku zino essira galitadde ku kutendeka bayizi ngeri z'okuddukanyaamu bizinensi.,train
106,Okutandikawo amakolero kisobola okuyamba okutonderewo bannayuganda bangi emirimu.,train
107,Kijja kutwala akabanga ebyenfuna by'eggwanga okuddayo we byali.,train
108,Gavumenti kati eyagala kwekaliriza ebitabo bya kkampuni ez'enjawulo mwe zikolera bizinensi.,train
109,Okwongeza emiwendo gy'ebintu kisobola okukukolera amagoba oba okufiirwa.,train
110,Abalimi b'ennaanansi baagala amakolero gye basobola okukyusiza ebibala byabwe okufuuka ebyamaguzi ebirala.,train
111,Abakugu bagamba nti bannanyini bizinensi beetaaga okuba n'amagezi okusobola okuwangula.,train
112,Bbanka zitwala ebintu by'abantu ku mpaka naddala nga balemereddwa okusasula looni.,train
113,Okukozesa mobile money okugula n'okutunda ebyamaguzi kyeyongedde nnyo mu kitundu ky'omwaka guno ekisoose.,train
114,Olina okuyiga engeri y'okukulaakulanyaamu bizinensi yo  oluvannyuma lw'omuggalo.,train
115,Munnayuganda awa abatuuze amagezi okukozesa mobile money okutandikawo zi bizinensi,train
116,Ssemaduuka ennene eri mu kuggalawo amatabi gaayo gonna.,train
117,Ekisaawe ky'ennyonyi kizzeemu okuggulwawo eri bizinensi.,train
118,Omukulaakulanya w'ettaka aweereddwa ennaku bbiri okusasula amabanja ge gonna.,train
119,Okutunda amafuta ebweru w'eggwanga kijja kuleeta ssente mu ggwanga.,train
120,Ebitongole by'ensimbi birina okusasula abantu obusiimo.,train
121,Bulijjo kirungi okumanya omuwendo gw'emmotoka ekozeeko.,train
122,Bbanka ssatu ziggaddwawo lw'ekirwadde bbunansi.,train
123,Ndowooza bajja kusigaza awaadi n'omwaka ogujja.,train
124,Kikulu nnyo emikutu gya ffirimu okubeera ne bannamawulire ab'ebitone.,train
125,Terefayina eyo mu kiseera kino y'erina bannamawulire abanoonyerza abasinga mu kisaawe ky'eby'amawulire.,train
126,Bannanyini bizinensi mu Uganda banaaganyulwa batya mu musolo gw'okumutimbagano?,train
127,Yagambye nti baakafunawo obukadde kikumi kkumi na mwenda okuva mu bbanka.,train
128,Osanga ebbeeyi y'amafuta oluvannyuma enakka omwaka ogujja.,train
129,Bannannyini bizinensi mu Uganda baasazeewo okulangira ku mutimbagano okuvvuunuka okusoomoozebwa kw'ekirwadde bbunansi.,train
130,Ebyenfuna bya Uganda bijja kukula bw'enaatandika okusima amafuta gaayo mu bugwanjuba bwa Uganda.,train
131,Bannannyini bizinensi beetaaga okunoonya engeri empya ez'okukolamu businensi mu nnaku za kkalantiini zino.,train
132,Abasuubuzi bannayuganda balina okulowooza ku kutunda ennyama y'ente e  South Sudan.,train
133,Ebika bya Ankole bijaguza olw'amakungula gaabyo agasooka mu mwaka.,train
134,Ssettendekero ya Makerere ekola bulungi ku ssemazinga wa Africa.,train
135,Uganda ewagira bannassaayansi abakyala.,train
136,Amasomero gateekeddwa okuteeka ensimbi mu mirimu gyago.,train
137,Okuggulawo zi ssettendekero kureeseewo okuzaabuzibwa mu bayizi.,train
138,Abayizi abali mu mwaka ogw'akamalirizo basuubirwa okudda ku masomero mu bwangu.,train
139,Uganda Examination Boarde naatera okusalawo ddi abayizi lwe banaatuula ebibuuzo byabwe.,train
140,Gavumenti egamba nti tewali ssente za kuyamba bantu kusomera ku mutimbagano.,train
141,Amasomero tegalina kwongeza bisale.,train
142,Amasomero ga gavumenti amapya mangi agazimbiddwa omwaka guno.,train
143,Omukulu w'essomero akwatiddwa olw'okukuba abawala abatanneetuuka.,train
144,Minisitule y'ebyenjigiriza yategeeza amasomero ku nkyukakyuka mu budde ebibuuzo kwe binaakolebwamu.,train
145,Olowooza omwaka gw'ebyensoma guno gulina okusazibwamu?,train
146,Gavumenti egaana okwogera ku ddi amatendekero lwe ganaggulawo.,train
147,Bulijjo kya mugaso minisitule y'ebyenjigiriza okulondoola ensonga z'amasomero zonna.,train
148,Gavumenti ekkirizza amatendekero okuggulirawo abayizi abali mu mwaka  ogw'akamalirizo.,train
149,Amatendekero gaakufuulibwamu ebifo ebijjanjabirwamu.,train
150,Buli muyizi alindirira ennaku z'omwezi amasomero lwe galiddamu okuggulawo.,train
151,Lwaki abawala abamu abasoma basalawo okuggyamu embuto mu kifo ky'okuzikuza?,train
152,Katemba anyuma nnyo.,train
153,Emikolo gy'embaga si gya bagagga bokka.,train
154,Miganyulo ki egiri mu kusunsulwa kw'okuyimba?,train
155,Emikolo kitundu ku bulamu.,test
156,Pulogulaamu za ttivi eziraga embeera abantu gye bayitamu ziggwa mu ngeri gy'otasuubira.,train
157,Ekivvulu kya bakazanyiikirizi kyabadde kitya?,test
158,Tufiiriddwa bannabitone bangi emyaka egyetoolodde.,train
159,Kiruubirirwa kyange okubeera omuzannyi wa ffirimu asinga.,train
160,Ekivvulu ky'amazina eky'ensi yonna kijja kulagibwa butereevu ku terefayina mu gwomwenda.,train
161,Abayimbi bammiddwa olukusa okutegeka ekivvulu mu Kampala.,train
162,Tulina okubaga amateeka agasobola okutuyamba okulwanyisa abakabasanya abaana.,train
163,Kumpi abawala mutwalo baasobozebwako wakati wa Gatonnya ne Ssebaaseka.,train
164,Si buli ebiva mu kukebera akawuka ka ssennyiga kolona nti bikomawo nga bituufu era mu budde.,train
165,Kiiti ezikebera akawuka ka ssennyiga kolona zitankanibwa abantu.,train
166,Akakiiko akadduukirize kaweereddwa omulimu okwekenneenya y'abantu abasigaddewo.,train
167,Endwadde zisaasaana era zisobola okuviirako okufa.,train
168,Okukeberwa endwadde kyetaago.,train
169,Ensi yonna eri mu kirwadde bbunansi.,dev
170,Endwadde bbunansi zitera okusaasaana amangu era ebiseera ebisinga ziyinza okuviirako okufa.,train
171,Kolesitulo kitegeeza ki?,train
172,Kisobokera ddala buli mukazi okufuna olubuto mu mbeera ya bulijjo.,train
173,Dduyiro mulungi nnyo mu kukuuma omubiri nga mulamu.,train
174,Amata galimu emiganyulo gy'ebyobulamu mingi.,train
175,Gaziya ebifo awajjanjabirwa  we kyetaagisiza.,train
176,Abakugu mu byobulamu nabo beetaaga okusiimibwa olw'omulimu gwabwe omulungi.,train
177,Abafa akawuka ka ssennyiga kolona beeyongera mu Uganda.,train
178,Mu kubalukawo kw'akawuka ka sennyiga kolona abantu baatandika okukola masiki mu ngoye.,train
179,Abalwala akawuka ka ssennyiga kolona beeyongera naye era abantu abamu bawona akawuka.,train
180,Tewannabaawo ddagala ligema kawuka ka ssennyiga kolona,train
181,Abasawo b'eddwaliro beediima olw'okulwawo okusasulwa omusaala.,train
182,Abasajja bakoseddwa akawuka ka ssennyiga kolona okusinga abakyala.,train
183,Abaakafa akawuka ka ssennyiga kolona bakunukkiriza akakadde.,train
184,Poliisi y'e Kawempe eggaddwawo oluvannyuma lw'omu ku bakwate okuzuulibwa n'akawuka ka ssennyiga kolona.,train
185,Okunoonyereza kulaga nti akawuka ka ssennyiga kolona kasobola okukwata obwongo bw'omuntu.,train
186,Akawuka ka sennyiga kolona tekannafuna ddagala likawonya oba okukagemebwa mu kaseera kano.,train
187,Bw'oba oyagala okubeera omulamu nywa amata buli lunaku.,train
188,Twagala okumanya oba okwewa amabanga weekuli.,train
189,Abasawo baasiimiddwa olw'omulimu omulungi ogukoleddwa.,train
190,Waliwo abalwadde abalala okuva mu sampolo ezaakungaanyiziddwa ku bifo by'eggwanga ewayingirirwa.,train
191,Minisitule y'ebyobulamu ejja kufulumyanga ebivudde mu kukebera akawuka ka kolona buli lunaku.,train
192,Waliwo abavuzi ba biroole abalala abazuuliddwamu akawuka ka kolona.,train
193,Abalwadde abamu tebannawonera ddala okuva mu bulwadde.,train
194,Abavuzi ba birooole okuva mu nsi ezitwetoolodde bongezza omuwendo gw'abalwadde bw'akawuka kolona mu Uganda.,train
195,Akawuka ka kolona kalina bubonero ki?,train
196,Abasawo abali ku mwaanjo beegasse ku bannayuganda akawatiddwa akawuka ka kolona..,train
197,Sampolo z'abo abaaliko n'abalwadde zaatwalibwa okukeberebwa.,train
198,Okwebaza kugende eri abasawo mu kitundu ky'obukiikakkono.,train
199,Omuwendo gw'ensimbi ogwetaagisa okukebera akawuka ka kolona gujja kwogerebwa.,train
200,Waliwo okulwawo mu kufulumya ebyava mu samopolo ezaakeberebwa.,train
201,Byonna ebyakweberebwa ku bagwira ekkumi n'omu byazuuliddwamu akawuka.,train
202,Abavuzi ba biroole abaazuuliddwamu akawuka ka kolona baddiziddwayo mu nsi zaabwe.,train
203,Abalwadde b'akawuka ka kolona abalala baazuulibwa oluvannyuma lw'okukeberebwa mu gw'omukaaga.,train
204,Sampolo zaggyibwa ku bantu be baali baakabaako nabo n'okuva ku basawo.,train
205,Abantu baaweebwa amagezi okwambala obukookolo nga bali mu bifo eby'olukale.,train
206,Okukebererwa kw'akawuka ka kolona kwa buseere nnyo.,train
207,Gavumenti yeewaayo okugabira bannayuganda bonna obukookolo okwetooloola ggwanga.,train
208,Abaawonye akawuka ka kolona abatono basiimiddwa.,train
209,Abalwadde abataazuulibwamu kawuka ka kolona e Gulu basiibuddwa.,train
210,Ennaku zino buli ddwaliro ery'obwannannyini lisaba ssente z'okwebuuza.,train
211,Abalwadde b'akawuka ka kolona abalala bakakasiddwa emirundi ebiri nga tebalina kawuka..,train
212,Abavuzi ba biroole abalala abayingirira e Mutukula bakyakeberebwa akawuka ka kolona.,train
213,Wajja kubaawo okumanyisibwa ku bipya ku kawuka ka kolona okuva eri minisita w'ebyobulamu.,train
214,Abantu bajja kufuna ebipya ku kawuka ka kolona buli lunaku.,train
215,Abasawo mu ssanyu baasiibudde abalwadde baabwe bonna abaasooka okuzuulibwamu akawuka ka kolona.,train
216,Omusawo ow'okumwanjo omu yekka ye yaakafa.,train
217,Waliwo okweyongera mu muwendo gw'abantu abalina obulwadde bw'akawuka ka kolona.,train
218,Abalwadde b'akawuka ka kolona abalala bawoye obulwadde.,train
219,Kaweefube w'okwebaka mu katimba k'ensiri aluubirira kuziyiza okusaasaana kw'omusujja gw'ensiri.,train
220,Waliwo bangi abawona akawuka ka kolona wadde nga n'abalwadde beeyongera.,train
221,Waliwo Sampolo z'akawuka ka kolona nnyingi ezaakeberebwa mu mwezi gwomukaaga.,train
222,Abalwadde b'akawuka ka kolona abaawonye baasiibulwa okuva mu ddwaliro Entebbe.,train
223,Ggaasi siirinda zaaleeteddwa ng'obuyambi mu kulwanyisa akawuka ka kolona.,train
224,Sampolo zaggyiddwa ku bantu abalina obubonero bw'akawuka ka kolona ku kkeberero.,train
225,Bannansi abagwira abataazuulwamu kawuka ka kolona bajja kugenda mu kweyawula.,train
226,Eby'okukola  n'ebitalina kukolebwa biteereddwawo okutangira okusaasaana kw'akawuka ka  kolona.,train
227,Omukozi avunaanyizibwa ku nsonga z'abakozi yeetaagibwa ku kampeyini y'okugaba y'obutimba bw'ensiri ejja.,train
228,Bannamawulire abamu bajja kusiimibwa olw'okumanyisa ku byobulamu.,train
229,Emmotoka ezitambuza abalwadde abayi n'ebyuma ebizikiza omuliro biweereddwa gavumenti.,train
230,Obutambaala bulina okwozebwa obulungi ng'engeri y'okutangira ensaasaana y'akawuka ka kolona.,train
231,Omwana atanazaalibwa asobola okufuna obulwadde bw'ekibumba okuva ku maama we abulina.,train
232,Sanitayiza ezirimu omwenge zisobola okukozesebwa okukendeeza okukwatibwa kw'akawuka ka kolona.,train
233,Okusigala awaka ng'olina obubonero obwefaanaanyiriza ssennyiga esobola okubeera engeri y'okuziyiza akawuka ka kolona.,train
234,Akakiiko k'ebyobulamu akadduukirize kasiimibwa olw'okola n'obutaweera okutaasa obulamu.,train
235,Amalwaliro gaweebwa amagezi okutandika okukuumiro ebiwandiiko mu kompyuta okusobola okuddukanyizibwa obulungi.,train
236,Waliwo okulambula kw'ebyobulamu okugenda mu maaso mu buli disitulikiti.,train
237,Gavumenti ya Uganda ejja kugaba obutimba bw'ensiri obw'obwereere  mu ggwanga lyonna .,train
238,Minisitule y'ebyobulamu etaddewo ennambika ku nkungaana z'abantu ennungi.,train
239,Minisitule y'ebyobulamu yayisizza ennambika ku kweyawula kw'akawuka ka kolona.,train
240,Abantu bonna bategeezeddwa ku kampeyini y'obulwadde bwa nnalubiri ejja.,train
241,Amasomero gonna galina okugoberera ennambika y'ebyobulamu ku nkungaana z'abantu.,train
242,Minisita yawabudde nti amasomero gasigale nga maggule.,train
243,Minisitule y'ebyobulamu yetaaga ebikozesebwa ebirala okwongera ku kwetegeka kwa Uganda ku kawuka ka kolona.,train
244,Omutuuze w'e Kampala atanategeerekeka yateekeddwa mu kwe yawula okw'obuwaze.,train
245,Ennamba z'essimu ez'obwereere zaateereddwawo minisitule y'ebyobulamu.,train
246,Twetaaga omwoleso ogw'olukale ku ngeri akawuka ka kolona gye kakeberebwamu.,train
247,Bambi mwewale enkungaana n'ebifo by'olukale mu biseera bino eby'ekirwadde bbunansi.,train
248,Abantu basabiddwa okwewala okwekwata mu ngalo n'okwegwa mu kifuba obudde bwonna.,train
249,Abaalaze obubonero obw'akawuka ka kolona tebazuuliddwamu bulwadde.,train
250,Essiimu y'obwereere ku kawuka ka kolona ezziddwako era ensonga zitereezeddwa.,train
251,Abasaabaze bonna bakeberebwa akawuka ka kolona ku nsalo.,train
252,Omuwandiisi ow'enkalakalira ajja kubeera butereevu ku terefayina ekiro.,train
253,Ateeberezebwa okuba n'akawuka ka kolona okuva mu kitundu ky'e Masaka tazuuliddwamu kawuka.,train
254,Minisitule y'ebyobulamu tennakakasayo mulwadde w'akawuka ka kolona yenna mu Uganda.,train
255,Naaba mu ngalo ne sabbuuni okutangira okusaasaanya akawuka ka korona.,train
256,Pulezidenti ajja kwogerako eri eggwanga leero okwongera okulambika ku kawuka ka kolona.,train
257,Sampolo z'omusaayi zikeberebwa emirundi esatu okukakasa nti temuli kawuka ka kolona.,train
258,Munnayuganda eyavudde e Dubai ye muntu eyasoose okuzuulibwamu akawuka ka kolona mu Uganda.,train
259,Buli omu aweebwa amagezi okubeera bulindaala era nga mukkakkamu singa alaga obubonero bw'akawuka ka kolona.,train
260,Omulwadde w'akawuka ka korona yakakasiddwa mu Uganda.,train
261,Ekisaawe ky'ennyonyi eky' Entebbe kyaggalwa ngengeri y'okukendeeza ku kusaasaana kw'akawuka ka korona.,train
262,Abalwadde abalala munaana bakakasiddwa Minisitule y'ebyobulamu.,train
263,Abantu b'omu bibuga bakoseddwa nnyo ekirwadde bbunansi.,train
264,Osobola okutangira okusaasaana kw'akawuka ka korona ng'owa amabanga.,train
265,Naaba engalo zo ne sabbuuni n'amazzi okumala obutikitiki abiri emirundi esatu olunaku.,train
266,Buli munnayuganda alina ekyokwogera ku kubalukawo kw'akawuka ka kolona mu Uganda.,train
267,Minisitule y'ebyobulamu ekolagana ne bannamikago baayo ku mpenda ezisingako ez'okubunyisa amawulire.,train
268,Yasisinkanye ne health Services Director-General.,train
269,Ekkeberero ly'obuwuka obusirikitu likebera sampolo z'akawuka ka kolona.,train
270,Lwaki tosigala ewaka bw'oba teweewulira bulungi?,train
271,Abalwadde b'akawuka ka kolona beeyongera mu Uganda.,train
272,Abakyala ab'embuto beetaaga okufiibwako ennyo nga bali mu malwaliro.,train
273,Tulina abalwadde b'akawuka ka kolona abapya basatu leero.,train
274,Abakozi ba kkampuni kati bazuulibwamu akawuka ka kolona.,train
275,Abazuulwamu ekirwadde bbunansi mu disitulikiti eyo kati bakendeera.,train
276,Eddwaliro litutte bazadde b'omwana ku poliisi kubanga baalemereddwa okusasulira okulongoosebwa.,train
277,Minisita w'ebyobulamu akkaatirizza obwetaavu bw'okuba n'amalwaliro g'ebitundu amalungi.,train
278,Ebifo ebijjanjabirwamu birina okunoonya engeri endala entuufu ez'okukebera omusaayi.,train
279,Kya nnaku nti abantu bakyafa endwadde ezeewalibwa.,dev
280,Tulina okuyimirira wamu n'abo abalina endwadde z'omutima,train
281,Abalina akawuka ka kolona n'abafa beeyongedde.,train
282,Okulonda kwandiba okw'akavuyo era kuyinza okuviirako okusaasaana kw'akawuka.,train
283,Amata amasabike malungi ku baana okusinga ku ago agatundibwa ku nguudo.,train
284,Embuto mu bavbuka zeeyongedde era walina okubaawo ekikikolebwako.,train
285,Omuwendo gw'abalina akawuka ka kolona n'abafa gweyongera buli lukya.,train
286,Alipoota za gavumenti ziraga nti abankuseere nabo basobola okukwatibwa akawuka ka kolona.,train
287,Omulwadde eyafa obulwadde bw'akawuka ka kolona ajja kuziikibwa omwezi guno ogwomwenda,train
288,Osobala okukizuula nti olina obulwadde bw'akawuka ka kolona oluvannyuma lw'okukeberebwa.,train
289,Bw'oba oyagala okusigala ng'oli mulamu olina okukola dduyiro buli lunaku.,train
290,"Mu Uganda, emikutu gy'amawulire egy'oku mutimbagano ennaku zino girina okufuna olukusa.",train
291,Omusomo gw'okulwanisa amawulire amafu gutegekeddwa.,train
292,Kisanyusa nti kati tulina okusasula omusolo okukozesa essimu.,train
293,Uganda yeetaaga etteeka eddungi ku data ow'ekyama.,train
294,Omulungamya w'ebyempuliziganya afuba okulaba nti kkampuni z'empuliziganya zigoberera ebiragiro ebiteereddwawo.,train
295,Kasasiro alina okukungaanyizibwa buli lunaku oba okwokyebwa.,train
296,Kolera bulwadde obuleetebwa bukyafu.,test
297,Abantu abatali ba buvunaanyizibwa mu kitundu basuula kasasiro buli wamu.,train
298,Kasasiro avaako enswera.,train
299,Endwadde ezimu zisobola okwewalibwa.,train
300,Abakulira bizinensi balina okufaayo ku buyonjo bw'ebibeetoolodde.,train
301,Ekifo ekikyafu kizingamya okukula kwa bizinesi kubanga kigoba abaguzi.,train
302,Kasasiro awunya ng'avunze.,train
303,Aboobuyinza balina okuvaayo n'empenda okukwasaganyaamu ebisasiro mu bibuga.,train
304,Kasasiro akungaanyizibwa buli mwezi okwewala okuwera.,train
305,Tulwanirira ensi etalimu nguzi.,train
306,Bannayungada bantu ba ddembe era abaagala.,train
307,Abasuubuzi abasuubula mu nsi endala basanga okusomoozebwa nga bakolera mu nsi engwira.,train
308,Amawanga gonna ageeriraanye galina okusa omukono ku ndagaano.,train
309,Bannayuganda bantu baaniriza nnyo.,dev
310,Ki ekikolebwa okuyamba ba maama ab'embuto mu nkambi z'abanoonyiboobubuddamu?,train
311,Omulimu guleetera okuyingiza okulungi mu maka.,train
312,Obumu buyinza okuleeta enkyukakyuka mu byenfuna.,train
313,Okusuubulagana kw'amawanga kwa muganyulo nnyo eri amawanga gonna.,train
314,Ebitundu by'oku nsalo byetaaga okubeera bulindaala nnyo mu kiseera kino eky'ekirwadde bbunansi.,train
315,Amawanga ageeriraanye geetaaga okukolagana.,train
316,Kirabika okusoma kw'omwana omuwala kutwalibwa nga eky'okusaaga.,train
317,Omukisa gw'omuwala okumalako okusoma guli wansi ku gw'omulenzi.,train
318,Amasomero agayambibwako gavumenti gawa abantu ebyenjigiriza ebisaamusaamu.,train
319,Tulina okukuuma n'okusomesa abaana abawala.,train
