Key,Text,split
45,Ediopet ojenuneta lu aicucuka na ekirididi ka adeka na ekirididi ituluori akwii nedos.,train
46,Erai akiot na ekirididi nados konye egeuni akiot arengun okwap.,test
47,Atapacen nu ejaas akwii mam erai ejenunet loajokan lo iraasit.,train
48,Akwii nu akou ekirididi anyamasi akinei nu ilatosi.,train
49,Ayautu ikok ationis komusiri kana.,dev
50,Erai aicap ewai loajokan lo akoru lo ekot nginitunganan aijen.,train
51,Engalekitos imumwa ejok ido ijaikini oni aimi.,train
52,Aomit eong edeka iraasit yen naarai idosoikitos akwii kere.,train
53,Mam oni imina adumun idio ibore kotoma oraasit kayen.,train
54,Ecie emaido anyamasi ikok.,train
55,Ejai ne erengerenget kokiding na akwii nu edekasi.,train
56,Akiot na edeka aticepak erai kanu ekuse ka ecae.,train
57,Itiang lu ilatosi komisiri amunasi ikorion kere.,train
58,Ejaas akwii nu aokere naarai aridaki edoan.,train
59,Mam etaget lo iswamat ejok naarai kanu adeka na icucukai akwii ekirididi.,train
60,Amugog nu igengeras erai kanu edoan loejai misiri.,train
61,Iraasit yen emunaara aticepak ikur enyamitos.,train
62,Ekot amisiri acapio naarai emutono.,train
63,Kuju ke anyama ekutelek.,train
64,Ejai ekirididi amusiri na emutono ido ejaas keda adeka na icucukai akwii.,train
65,Ejaas akwii nu acok keda imaria lu erengak kotoma akwii.,train
66,Ejaas iraasit yen keda akwii nudos ido itapitapa ne arengan kiding na imaria.,train
67,Idosoikitos akwii nu enyanya ido eokitos.,train
68,Ejaas akwii keda aligo naarai kanuka ikur.,train
69,Ne ekwangakwangat kotoma akwii ekirididi erai ikur eyangaunete.,train
70,Anyamasi ikur akwii ekirididi.,test
71,Ne ekwangakwangat kotoma okirididi erai kanuka ekutelek.,train
72,Ejaas akwii nu emwogo keda imaria ludos okwap.,train
73,Adiopet adekasinei nu emucuga nes akiot aluor nedos koingaren.,train
74,Epedepedo akwii ekirididi naarai enyamete ikur,train
75,Abu akorion lo ocaalo lo Bukujju itodik iso icie kotoma okorion luedekasi komisiri ke.,train
76,Ko disitrikt loko Kayunga ipu amusirin nu ekirididi nu esurokit adeka.,train
77,Epol emaroge lo edeka kaiboisit kana.,train
78,Arengus na akwii nu emwanyi erai adeka na icucukai.,train
79,Enyami ekutelek akiot na ekirididi.,train
80,Aiswapite na edoan komisiri nes ituluori akwi ekirididi araun nedos.,train
81,Icucukat ekirididi lo kanu adeka.,train
82,Eburok icok ekirididi kalo ejokuna.,train
83,Adeka na ekirididi ijaikini egura lo akiot ekirididi aijulakin nedos.,train
84,Anyamasi akinei ekirididi komisiri.,train
85,Adiopet ijenuneta lu ekirididi lo esurokit adeka naka ekirididi nes aidosoikin na akwi.,train
86,Anyama ekutelek akiot na ekirididi.,train
87,Amuna adeka na ekirididi iraasit yen naarai ipurongong akiot.,train
88,Asuroki ekutelek ekirididi.,train
89,Esurokit akwii nu iraasit adeka.,dev
90,Itunga lu ikidioko alupok ekoriete kanu ajaria.,train
91,Isinyikokit apugan itunga aitwasam ikinyom luajokak kanu amii.,train
92,Emamiatatar akoriok keda esokoni lo ekirididi.,train
93,Ipedori ijo aiyatakin esake kon koipone kalota.,train
94,Aipit awo eyangauni inyamat ka ikapun.,train
95,Eipuda lo ipooi iyata aparasia nu.,train
96,Itereikina akoriok luko Uganda keda atiokisio nu ikamanara keda adekasinei nu ikorion ka ekuse ka etepe.,train
97,Epirioit lo akoru ka ewai lo enyame nes abu itelakana ainanakineta nu inyamat.,train
98,Aiyap aisik nes emunanarototor inyamat luka alolo.,train
99,Epedori aikisaro na apesen aitojokar eiriago lo akwap?,train
100,Ekot ijo acoite eipone lo itwasama ijo ikapun kon.,train
101,Aitodianareta nes ediope ewai lo imoet esokoni lo iboro kon.,train
102,Aipagisanar nes ewai ecie lo ibwaikinet iboro toma aswam.,train
103,Ipu aswamisinei kowai kalo mam erai lo apugan.,train
104,Aingadisia nuka ikapun luipu ijanakinete ilonin.,train
105,Isisianakinete isomeroi kwana asiomak eipone lo isubusaere.,train
106,Adukun icuman ingarakini adumakin itunga luipu aswamisinei ko Uganda.,train
107,Eyangaikini apak kanu eiriago lo akwap wok abongokin ne sek.,train
108,Ekot kwana apugan airereor itabon kere lu agwelanar lu ikampunin luegelegela.,train
109,Aiyatakin itiaisinei lu iboro epedorete aijaikin ijo ameda arai atwaniar.,train
110,Ekotosi akoriok lu enanasi icuman lu epedoriatar kesi aijulakin araito kec aitaraun icie iboro.,train
111,Ebalasi ipirioitin ebe ekot ikulepek agwelanar ajaut keda acoa kanu aswam ejok.,train
112,Eyanganarete aingadisia nuka ikapun iboro itunga kagogongu kacut ipiko ijo aitac eloni.,train
113,Aitwasam isirigin luka osiimu kanu egwelet ka agwelanar iboro eyatakin kotoma atutubet na ekaru kalo.,train
114,Ekot ijo aisisiaun eipone lo ijulakinet agwelanar kon engaar akwap,train
115,Icorakit Uganda iketunga aitwasam ikapun lu ijaikitai kes kanu aitolosio nu agwelanar.,train
116,Eiduka loapolon ejai agolokin ateneik ke kere.,train
117,Angaar bobo esawe loidegei kanu agwelanar.,train
118,Ejaikin ekeyaiton aparasia aarei kanu atacar lu apesenin ke kere.,train
119,Agwelanario naka akinyet kinga eyauni ikapun luipu toma akwap.,train
120,Aingadisia nu ikapun ebeit aitac ameda nejaas itunga.,train
121,Ejok duc airereor ikapun lu ebeitor agwelaria bobo emotoka lo itwasamatai.,train
122,Agolokinos aingadisia nuka ikapun iuni kanuka adeka.,train
123,Aomit eong itasalikinete kesi anakinet okaru ngol.,train
124,Ejok aiboisio nu iyemuto ajaut keda arotak iyemuto lu emisiaritos.,train
125,Esiteseni lo etelebision nes kopana ejatatar keda arotak luabeit kowai kalo iyemuto.,train
126,Eipone ali imedaunatar ikulepek agwelanar kotoma oisolosinei luitolosio kolago.,train
127,Ebala ngesi ebe kopana adumutu kesi imilionin akwatat itomonakanyikaongon ko bank.,train
128,Aticepak ijesunos itiaisinei lu akinyet olap ngol.,train
129,Agwelanarak luko Uganda ekotos aimo esokoni kotoma olago kanu aitikokin nu adeka.,train
130,Ebuni bobo eiriago loko Uganda apolor arai egeun aipir akinyet ko too nako Uganda.,train
131,Agwelanarak ekot adumun iwaitin lu itetiak lu agwelanar apakio nu adeka.,train
132,Ekot agwelanarak luko Uganda aomoom nu agwelanar akiring South Sudan.,train
133,Atekerin nuka Ankole inumunumete nuka isakan kec lusodit kangol ekaru.,train
134,Eunibasiti loko Makerere nes iswamai ejok kotoma akwap naka Africa.,train
135,Uganda nes igangit angor nuisisiatos nuka sayanis.,train
136,Ekot isomeroi aigangit aswaminei kec kowai lo ikapun.,train
137,Apukorio naka Iunibasitin nes ayau abuonokin kanejaas asiomak.,train
138,Asiomak lu angetakinak kes eyapie abongor osomero.,train
139,Erionget loiwadikai aingito ko Uganda nges ebeit aitemokin apak na iboikinotor esisiak aingito.,train
140,Ebala apugan ebe emamete ikapun lu ingarakinet itunga aisisia kolago.,train
141,Mam isomeroi aiyat ikapun lu esomero.,train
142,Epuata isomeroi luitetiak lu apugan okaru lo.,train
143,Ekamar apolokiton lo esomero kanu aida apesur nu edisiak.,train
144,Abu erionget loka aisisia itijenik isomeroi nuka ainapeta nuka aisisia  lo ejulakin.,train
145,Iwomit ijo ebe edolit aikisar asioman na ekaru kalo?,train
146,Abu apugan ogir alimor kanu ikamunit apak na ebongokinoto isomeroi,train
147,Epolok duc nu erionget loka aisisia aimaniman nuikamunitos kere nuka isomeroi.,train
148,Acamaki apugan isomeroi apukor kanu asioman na ekaru kalo.,train
149,Ebeit aijulakin isomeroi araun aiboisio nu imukere.,train
150,Kangin asioman idarit aparan na epukorere isomeroi.,train
151,Inyobo elemiatar acie apesur akoikes aiboisit na aidar akoik?,train
152,Eraas nu eumokina.,train
153,Aiwen epeta mam erai kanu kalu ebaritos bon.,train
154,Inyoin bo ajokis airam emuisik apak na ebwoere?,train
155,Ipucito eraas ewai lo aijar.,test
156,Aitodianareta nuka nuitelelete lo telebision edaunonos komam ituan ejeni.,train
157,Biyaibo aitodianareta nuisiyalete?,test
158,Itwakia oni awook luejokuka okaru lu atuboros.,train
159,Erai apeleikinet ka araun lo ingarenit kotoma aboliasinei.,train
160,Elagano lo ekosio nes elosio aitodiar ko telebision olap lo ikanyetangon.,train
161,Emiki awook aitodianar awoere kec ko Kampala.,train
162,Ekot oni aswam ikisila lu ingarakinete aitiji lu esiolak idwe.,train
163,Nepetai apesur ilukumin itomon kes aponi isiolai kiding olap losodit ka olap lo ikanyetape.,train
164,Mam ainwaketa kere nuka ekorona ebongunete eraas nuabeit ido kotoma apak.,train
165,Inwakete luka ekorona ejaas itunga abuonokin nukec.,train
166,Atukot naka itunga luingaranakinete luce nes ecorakin airereor nu ideuna kotoma atukot kangin.,train
167,Adekasinei nu isiarakina eyangaunete atwanare.,train
168,Awanyanar awate eraas nuepolok noi.,train
169,Akwap kere eutas keda adeka.,dev
170,Adeka nes ekora noi ido emina ayangaun atwanare.,train
171,Inyobo apolouke asiepai.,train
172,Epatana kanginiberu apotuun.,train
173,Ejok arionor kanu aidar akwan ongalei.,train
174,Ejaas akile keda iboro lu idarete akwan ongalei.,train
175,Iyatakisi aiboisio nu imukere kane ebeit.,train
176,Ipirioitin lu amukian da ekotosi aisiyalamikino kanu aswam kec najokan.,train
177,Iyata atwanare na ekorona ko Uganda.,train
178,Kapak na abwangunor ekorona opotu itunga ogeutu aswam aitabalan nurapis aituk keda ekume keda igoen.,train
179,Adeka naka ekorona iyata konye ejaas icie itunga angaleun.,train
180,Erongo ekia loka ekorona emamei.,train
181,Alungata eswamak lu adekis aswam kanu eyapia atacio na eropit.,train
182,Ekamutu ikiliok adeka naka ekorona adepar angor.,train
183,Ayapikisi atwakisia nuka ekorona emilionit.,train
184,Aponi ogolokinai police post loko Kawempe akaulo etunganan lo ekamunio ainwakun ekorona.,train
185,Itodunit aingic ebe epedori ekorona amunar adam etunganan.,train
186,Emamei ekorona ekia itoni kopana.,train
187,Arai ikoto ijo angaleu omasenenei akile nginiparan.,train
188,Ikoto oni ajenun arai ejai alanakina otunga.,train
189,Aponi isiyalamikinai eswamak lu adekisia kanu aswam najokan.,train
190,Ipu itunga lu inwakunitai keda adeka kotoma aiboisio nu oikoru kakwap wok.,train
191,Ejaun duc alimonorio na akiro nuka ekorona korionget loka angaleu.,train
192,Ejaas itunga luipu lu ejatatar keda ekorona lu itekerete alorei.,train
193,Icie kotoma adekak mam engaleunitos ejok.,train
194,Etekerak alorei kotoma akwapin nu idunyare kes eyaunitos enaba loepol lo adekak ekorona ko Uganda.,train
195,Anubo ijenuneta luka ekorona?,train
196,Eswamak lu angaleu lu isingarenitai kes alomasi onaba lo itunga kalu akatutu ekorona,train
197,Aokot nuka itunga kalu agonganara keda lu adekasi aponi oyangarai kanu ainwak.,train
198,Ekot aisiyalamikin eswamak lu adekis luko Nyakoi nako Uganda.,train
199,Etiai lo ikapun lu ipudai kanu ainwakia ekorona nes eponio aitijenikin yes.,train
200,Iyapi aitolomuno na akiro naka aokot kanu ayangaritai ainwak.,train
201,Ainwakio kere na itunga kalu okinga itomonadiope aponi adumunai adeka.,train
202,Etekerak alorei lu aponi inwakunai ekorona aponi inyakarai akwapin kec.,train
203,Aponi odumunai icie itunga lu adekasi ekorona akaulo na ainwak olap lo ikanyetape.,train
204,Aponi oyangarai aokot nu itunga lu agongatar kesi keda nuka emukiak.,train
205,Aponi icorakinai itunga anapenen aitabalan nurapis aituk keda akume ejaas otunga.,train
206,Ainwakio naka ekorona erai na epol etiai.,train
207,Akapanakin apugan aikor aitabalan nurapis aituk keda ekume otunga kere luko uganada.,train
208,Ejaas lu angaleutu adeka naka ekorona,train
209,itunga lu enwakunitai ebe amamei ekorona ko Gulu aponi otwarai.,train
210,Kwana ngin adekis na mam erai na apugan ingisit ikapun lu adolokin kes.,train
211,Itunga lu iyatakina adumun ebe emamiatatar keda ekorona,train
212,Iderepan luipu lu elomunenete ko Mutukula inwakunono ekorona,train
213,Ejaun aitijenaret naikamunit ekorona kanejai aminista naka angaleu.,train
214,Ebeit itunga adumunun aitijenareta nuka nginiparan nuka ekorona,train
215,Apotu imurok otwarasi adekak lu apotu ongaleutu ekorona kaiyalama.,train
216,Ediopet eswaman bon lo adekis nges abu otwana.,train
217,Iyata enaba lo itunga kalu edekasi ekorona ko Uganda.,train
218,Angaleutu itunga luipu kotoma adeka.,train
219,Alimonokino na apero toma aitiba erai kanu aitikitik eimidi.,train
220,Eyatakinos lu angaleutu kotoma ekorona araida iyatas lu edumununete.,train
221,Ejaas itunga luipu lu inwakitai olap lo ikanyetape.,train
222,Adekak ekorona lu apotu ongaleutu aponi otwarai adekis nako Entebbe.,train
223,Aponi ijukunai ataagin nuka ekwam kanu aingarakin aitji ekorona.,train
224,Aponi oyangarai aokot itunga lu ajaas keda ijununeta luka ekorona ainwak orionget loka angic.,train
225,Itunga luko kinga lu mam aponi odumunai ekorona egitario kes nenicie.,train
226,Nu ebeit aswam keda nu mam ebeit aswam kes aponi itegearai kanu aitikitik ekorona.,train
227,Ekotoi itunga lu eswamak kanu aitolot akorio na aitiban nu isiru.,train
228,Eponio airop arotak iyemuto icie kanu aisisianakin itunga akiro nu angaleu.,train
229,Ejukakisi lu ojokotau apugan amotokan nuka adekis ka iswamasialu itijere akim.,train
230,Ekot ailosenen aitabalan ejok kanu aitikitik awear naka ekorona.,train
231,Imukeru yen mam idounitai epedori aikatun adeka naka emany kanejai totoke na edeka.,train
232,Sanitizers luka ajon itwasamao kanu aitidisiar awea naka ekorona.,train
233,Asalakin aiboi ore ideka emusuja nes ediope ewai lo itidisiaret awea naka ekorona.,train
234,Isiyalamikitai atukot naka itunga luingaranakinete luce  kanu aswam kec na adiekun aijar.,train
235,Icorakitai adekisia aidar aiwadikaeta  kitosomaete akompiutan kanu aswam ejok.,train
236,Ejai kopana aimanimanio naka angaleu kangol edisitrikt.,train
237,Ebuni apugan nako Uganda aikor aitiban nuatitai akwap wok kere.,train
238,Erionget loka angaleu nes ebwaiki nu itupitono kanuka itunga kalu etukonokinos.,train
239,Erionget loka angaleu nes abu ibwaik nutupitono kapak kana ejaar ituan okalitini kanuka ekorona.,train
240,Edaunitai aitijenikin itunga kere nuka aisisianakino naka adeka naka akojo.,train
241,Isomeroi kere kes ebeit aitup nu icorakitai kanu ikamunitos atukonokin.,train
242,Abu eminista icorak ebe ekot isomeroi asalakin epukoro.,train
243,Ekot erionget loka angaleu iswamasia luipu kanu aiyatakin akapakina kanu ekorona.,train
244,Aponi ibwaikinai itunganan icie ko Kampala okalitini.,train
245,Abu erionget loka angaleu ibwaik inabai lu isimun lu inomio atitai.,train
246,Ikoto oni itodikinai itunga eipone lo inwakere ekorona.,train
247,Kilipitai kenacata aiboiso nuipu itnga kapak naka adeka kana..,train
248,Isinyikokitai iutnga ainyekikin ayogan keda akanin ka atunanakin apak kere.,train
249,Ngul lu ajaas keda awanyuneta nuka ekorona aponi odumunai amamei.,train
250,Aponi inyakakinai isimun luka ekorona luatitai ido etemokinos iboro kere.,train
251,Alotok kere inwakio kanu ekorona kotoma oikoruon.,train
252,Elosi Ekalani lokapolon    einer ko telebision kware.,train
253,Itunganan yen aomitai ebe ajaas keda ekorona ko Masaka adumun ebe emamei.,train
254,Mam erionget loka angaleu itigogongoritor nuka idio itunganan yen edeka ekorona ko Uganda.,train
255,Ilosenen akanin ka akip keda esabunyu kanu aitikitik akora na ekorona.,train
256,Ebeit lokapolon akwap einer ilolo kanu aijajikin itunga aicoreta nuka ekorona.,train
257,Inwakio aokot irwanauni kanu aitidolikin ebe emamei ekorona.,train
258,Etunganan loko Uganda lo abonguni ko Dubai nges losodit ainwakunio adeka naka ekorona.,train
259,Itunga kere icorakitai acoikina ka ainapakina arai etakanutu awanyuneta nuka ekorona.,train
260,Aponi itigogongorai nuka ekorona ko Uganda.,train
261,Aponi ogolokina Entebbe airport kwape ediope ewai lo itikokinere awea naka ekorona.,train
262,Etigogongo bobo erionget loka angaleu itunga ikanyauni luejaas keda ekorona.,train
263,Itunga lu iboyete kotaunin kes eridakit adeka noi.,train
264,Ipedori ijo aitikitik awea naka ekorona kowai kalo alaikina kotunga.,train
265,Ilot akanin kon keda akip ka esabunyu adaun itikitikin akaisarei irwan auni aparan.,train
266,Nginitunganan ejaas nu ekoto alimun kanu ikamunitos abwangun naka ekorona ko Uganda.,train
267,Erionget loka angaleu nes iswamai keda egangitok ke kanu iwaitin lu isisianakinere itunga.,train
268,Apotu ngesi iriamunos keda lo epolokit nuka angaleu.,train
269,Erionget loengici nuikamunitos adekasinei   nes inwaki aokot kanu ekorona.,train
270,Inyobo mam ijo isalakina ore arai mam ijo ipupi ejok?,train
271,Iyata enaba lo itunga kalu edekasi ekorona ko Uganda.,train
272,Angor nu epotiete ekotosi agangat na itegelikina ejaas adekis.,train
273,Ija oni keda itunga iuni luitetiak lu edekasi ekorona ilolo.,train
274,Itunga lu okampunin inwakunono kwana ekorona.,train
275,Ejai kwana enaba adisiar lo adekak ko disitrikt,train
276,Ayanga ekilinik auriak lu imukeru polis naarai apotu ipikosi aitac ikapun lu ajengio.,train
277,Eminisita loka angaleu nges isinyikokit akote ajaut naka adekisia nuapolok.,train
278,Ekot adekisia nudidik  amoun iwaitin luabeit lu inwaket aokot.,train
279,Eraas nu ican ebe erongo itunga etwakete kotoma adekasinei nu epedorio aitikitik.,dev
280,Ekot oni aibumakin nepepe kangul lu adekasi adekasinei nu etau.,train
281,Eyatakinos adekak ekorona keda lu atwaka.,train
282,Emina amumu abwangun kotoma aseo ido emina awear ekorona.,train
283,Akile nu apapulai nu ocuma ejokuka kanu idwe itia nu egwelanario korotin.,train
284,Eyatakin apotinikino na idwe kalu pesur ido ekot omounai nu iswama.,train
285,Enaba lo itunga kalu edekasi ekorona keda lu atwakata nes iyata.,train
286,Ebala aitijenaret apugan ebe idwe da epedorete adekakin ekorona.,train
287,Adekan lo abu otwana ekorona nes eponio ainuk olap lo ikanyetangon.,train
288,Ipedori ijo bon ajenun ebe ijatatar ijo keda ekorona akaulo na ainwakio.,train
289,Arai ikoto ijo asalakin ingalei ekot ijo aiswamaenen ekisesais.,train
290,"Ko Uganda, lueyaitos elago  kes ebeit adumun apedor.",train
291,Airiamun na ebeitor aitijio iyemuto luarokok nes adaun aitemokin.,train
292,Kwana erai oni aitac esolo kanu aitwasam esimu.,train
293,Uganda nes ekoto aituk akiro nu idario ka aiyeyea.,train
294,Erionget lo imanimani nuka aiwe akiro nes isinyikokit ikampunin lu isimun atupit ainapeta.,train
295,Ekot agasia alemanar kanginiparan arai aicwe.,train
296,Erai ekolera adeka na eyangauni aigasiaikit.,test
297,Itunga lu mam epodokitos kes ecakete agasia taitai.,train
298,Ingalauni agasia icuc.,train
299,Acie adekasinei epedorio aitikitik.,train
300,Ekot agwelanarak aricite nuka aila kaiboisio kec.,train
301,Aiboisit naronon nes mam eyauni apolo na ebiasara naarai irengiari ikasitomas.,train
302,Eurok agasia kebosata.,train
303,Ekot engarenok aitolomun iwaitin lu italaet agasia kotaunin.,train
304,Agasia elemanario kangol elap tetere mam etukun.,train
305,Ikoto iso akwap na emamei ecamusana.,train
306,Eraas itunga luko Uganda lu eminas aipuc ido eminanara.,train
307,Agwelanarak luko kinga etereikina keda atiokisio kapak kana iswamatar akwapin acie.,train
308,Akwapin kere nu idunyare ekot aidok akanin toma acamanara.,train
309,Eraas itunga luko Uganda lu iyapepera.,dev
310,Inyobo iswamao kanu aingarakin angor nu epotiete kotoma okabin?,train
311,Aswaminei eyangaunete ikeuni edumune lo ikapun kotoma okalia.,train
312,Aimorikikina eyangauni apolo.,train
313,Agwelanar nako kiding na akwapisinei ayauni ameda naepol akwapin.,train
314,itunga lu oikoruon ekot akapakina kapak naka adeka.,train
315,Akwapin nu idunyanara ekot aiswamanara ejok.,train
316,Esubit bala mam epodokitai asioman na apese.,train
317,Arerengesio nu apese angetakin asioman ikidioko adepar nu esapat.,train
318,Isomeroi lu apugan ejai asisia najokan toma adepar lu icie itunga.,train
319,Ekot oni ayuarite ka aitosiom idwe lupesur.,train
320,Alinganakin apotunun nes ayangau apesur ainyanakin esomero.,test
321,Ekot auriak aidar idwe kec.,train
322,Idwe lu ibironoros osomero kes ipu kocaaloi.,train
323,Aituk ikapun kanejaas itunga nes erai iwaitin lu ikeunere arai atukio ikapun.,train
324,Abu ngesi epedo angetakin esomero kanuka agangat na adumunit ngesi.,train
325,Amamus na ikapun nes ibore idiope etereikina keda esisiak.,train
326,Anubo abongonokineta ijanakinete atumunak kanu alemanar kosomero.,train
327,Apotu kwana iriongeta aingaranakin lu ican.,train
328,Ingarakisi lu ican kotoma atutubet.,train
329,Itunga luidarete ayuara kes eyuaritos itunga atutubet.,train
330,Aitolomio aswam imoriarit aineranara kiding elope aswam keda yen ilipit eswam.,train
331,Otamanak aimo aswam araida itwanianari ijo.,train
332,Asioman nes elacet lo ajokisio.,train
333,Asioman eyaungauni acoa na eyauni apolo.,train
334,Icie itunga mam epedoritosa adumunun aswamisinei naarai mam esiomitos.,train
335,Ekot aisisianakin itunga ajokisio nu asioman.,train
336,Ngul bon lu ejaas keda abaluwan nu asioman kes enyararo kanu aingito.,dev
337,Aitolomio na itunga ko disitrikt nes erai na epol noi.,train
338,Ejai duc enaba lo eswamak lo ekoto elope aswam.,train
339,Erai Gulu ediopet ko disitriktan luko Uganda.,train
340,Itunga luidarete ayuwara luipu eraas atumunak.,train
341,Ejaas ajore naka itunga luidarete ayuwara keda itunga lu ededeng.,train
342,Ekot akapanakin naepol noi kanu aitopolor nuka asioman.,train
343,Aboliasio ka asioman ekot oupanara.,train
344,Ejaiki apugan nako Uganda agangat nejaas isomeroi luipu.,train
345,Inyobo ijaikini icie idwe mam etubete ejok kosomero?,train
346,Iboro lu akoru epol etiai kanuka akoriok icie.,train
347,Ipu idwe ipikonorete angetanakin esomero naarai ikidioko ikapun.,train
348,Aswam na aicurusa nes ediope ewai lo idumunet isirigin lu esomero kanu idwe.,train
349,Icie iboro kwapenat akoru ka aicurus ingarakit ewai lo asioman.,train
350,Ekot asioman orai na epatana kanu kanginitunganan kere aitac.,train
351,ewai lo asioman ekot igangitete keda apiyai.,train
352,Ekot itunga isisianakinete nuka aidar aila.,train
353,Apugan nes ejaas keda apedor na aidar ayuara.,train
354,Ejai kopana epelu lo itolosio kanu aiduk acolonin aiboisio itunga.,train
355,Ekotokin alasisi kanu itunganan aswam nabeit.,train
356,Aila nes ediope ewai lo itikitikere adekasinei.,train
357,Aicak agasia taitai eyangauni adekasinei.,train
358,Etiono adumun esokoni lo elai.,train
359,Iriuni esokoni itunga luipu lu aiboisio nuegelegela.,train
360,Arai ngesi lo ereikitai areikit konye edarekisi ber oni etube kadieket.,train
361,Icie ikampunin opotu ipikosi aitac eswamak kec apakio nuagolokinitere akwap,train
362,Mam eswamak lu adekisia isiyalamikitai kanu aswamisinei kec.,train
363,Epedorete kwana eswamak aseun arai aswam ore arai ayapiesi.,train
364,Awear kwana ekorona kangin aiboisit kakwap kere.,train
365,Kangol ekampuni kere epolokitos nu awanyun eswamae loajokan loka iswamak ke.,train
366,Itunga luko Uganda lu iswamaete kinga kes emiki abongun kanuka adeka.,train
367,"Aswamisinei kere aponi isibwounai, elope ebiasara",train
368,Isinyikokitai eswamak ailip aiyengun kanu aitojokar angaleu kec.,train
369,Eswamak luipu opotu olungata aswam kotoma oredio.,train
370,Itunga luipu apotu otwakiasi aswamisinei kec kapak nagolokinetere akwap,train
371,Abu adeka itolitol aswamisinei nuipu.,train
372,Ekot ijo awanyun keda eyapiesi loka alupok erongo ijo egwela alupok.,train
373,Abu eong adum emesej osimu ka ebe ataci ikapun.,train
374,Aibo apedori eong adumakin icolongo luajokak.,train
375,Amamiatatar eong keda abaluwan nu asioman kanu aswam kangin.,train
376,Ekot ijo aiwadika ebiasara kon ber.,train
377,Ibiasaran luipu ko Uganda mam iwadikatai.,train
378,Ekot aingarakite ikerai kapak kana ejatatar akwap acie.,train
379,Akoto eong isiekikinai bobo apermit ka apak. Akot aisiteteun akapapula naka airenge.,train
380,Agoloki Uganda ikoruo ke kanu aitikitik awea naka ebola.,train
381,Eyatakin apalununio naka idwe kapak nagolokinitere akwap,train
382,Erono aitijenar nuikamunitos akiro kayen adekan otunga.,train
383,Kanginitunganan ekot nu aidar aiyeyea adio apak kere.,train
384,Eyatakin kwana aweanario na iyemuto luarokok arai aisab.,train
